gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Pfdn2,1.3104758692907214e-9,0.3350720456918126,0.746,0.74,2.751999325510515e-5
9430020K01Rik,1.5056717389232453e-9,-0.26555744145519744,0.056,0.159,3.161910651738815e-5
Clcn3,1.555162842766061e-9,-0.31878350961228796,0.344,0.554,3.265841969808728e-5
Zfp281,1.5866258639822056e-9,-0.26716466254267546,0.171,0.331,3.331914314362632e-5
4632427E13Rik,1.639863235224634e-9,0.5991629436433528,0.386,0.275,3.4437127939717315e-5
Mob3b,1.6837483303243457e-9,-0.30729752514380787,0.107,0.238,3.535871493681126e-5
Ddx3y,1.724145319576665e-9,-0.2565591931897778,0.283,0.489,3.6207051711109964e-5
Impad1,1.7374881962041435e-9,-0.2673392753725483,0.173,0.333,3.6487252120287014e-5
Slc6a6,2.0560431019002378e-9,-0.272096754597448,0.294,0.506,4.317690513990499e-5
Pon2,2.1684828294411828e-9,-0.26353251239252384,0.394,0.618,4.553813941826484e-5
Eif3g,2.1888749983565295e-9,0.4524211304920627,0.578,0.494,4.596637496548712e-5
Cmpk1,2.2599305133656677e-9,-0.27299869612547534,0.283,0.483,4.7458540780679025e-5
Gipc1,2.3167425442024565e-9,-0.3049444614993393,0.326,0.536,4.8651593428251585e-5
Clu,2.3877864563714875e-9,0.7347219462667767,0.293,0.172,5.0143515583801236e-5
Wdr26,2.469635543911928e-9,-0.26792680998302093,0.13,0.272,5.1862346422150486e-5
Tnik,2.547102987799876e-9,-0.33855813452262284,0.098,0.219,5.34891627437974e-5
Col9a3,2.6414245987039635e-9,-0.37872053648435255,0.137,0.273,5.5469916572783235e-5
Mafg,2.652577315878884e-9,-0.2583006715689712,0.066,0.172,5.570412363345657e-5
Dynll2,2.751379871967425e-9,-0.2525893348747215,0.129,0.272,5.777897731131592e-5
Pam,3.225867495493806e-9,-0.290781838052162,0.051,0.148,6.774321740536993e-5
Nrgn,3.4810556429065956e-9,-0.4349386825742452,0.151,0.301,7.310216850103851e-5
BC029214,3.750571222368464e-9,0.5375175402596711,0.371,0.258,7.876199566973774e-5
Tmem59l,3.849494395651018e-9,0.5279152674272038,0.21,0.097,8.083938230867139e-5
Rgnef,3.9693031078411185e-9,-0.2709276817587012,0.251,0.442,8.335536526466349e-5
Atp5d,4.179706353990445e-9,-0.2967140725117483,0.659,0.861,8.777383343379934e-5
Gyg,4.397889683866506e-9,-0.2866967961338429,0.286,0.485,9.235568336119663e-5
Psmb6,4.546850759293373e-9,0.3234952835429894,0.859,0.882,9.548386594516084e-5
Tex264,4.732621948869791e-9,-0.2812156969361992,0.335,0.543,9.938506092626562e-5
Psmc5,4.779158083258327e-9,0.4273821208897268,0.591,0.534,1.0036231974842487e-4
Atox1,4.977884079656986e-9,-0.3106856494424739,0.499,0.725,1.045355656727967e-4
Timm8b,5.182975265142475e-9,-0.3005175046044142,0.596,0.803,1.0884248056799199e-4
Taf11,5.318309303418655e-9,-0.251543488865164,0.225,0.408,1.1168449537179176e-4
Psma2,6.263083462961391e-9,0.3591798152256618,0.71,0.691,1.315247527221892e-4
Tpm1,6.3906567645785104e-9,-0.2522536832875054,0.226,0.404,1.3420379205614873e-4
Hepacam,6.725119529437167e-9,0.5668499900014985,0.386,0.285,1.412275101181805e-4
Apc,6.837694941499e-9,-0.29371836420543285,0.215,0.384,1.43591593771479e-4
Mrpl48,6.9454464591267944e-9,0.44679630372448353,0.619,0.584,1.458543756416627e-4
Rassf2,7.136006087551457e-9,0.4895356005763515,0.196,0.088,1.498561278385806e-4
Gabarap,8.071297597644294e-9,0.29531034807638434,0.902,0.925,1.6949724955053018e-4
1110003E01Rik,8.138005744420765e-9,-0.30087302843713015,0.641,0.83,1.7089812063283608e-4
Faim,8.26322643945796e-9,-0.28363325082833013,0.238,0.418,1.7352775522861715e-4
Mllt11,8.348347750980317e-9,-0.3536164226418186,0.191,0.348,1.7531530277058665e-4
Actg1,8.847187525840902e-9,0.30720455306527183,0.923,0.934,1.8579093804265895e-4
H2-Ke2,9.260216162126137e-9,0.49094768870099736,0.556,0.513,1.944645394046489e-4
Sparcl1,1.0809079350958829e-8,0.616023408211218,0.29,0.17,2.2699066637013542e-4
Ddx17,1.0999809836717048e-8,-0.2529256301867635,0.16,0.305,2.30996006571058e-4
Unc50,1.1270555056814254e-8,-0.276588352479906,0.422,0.644,2.3668165619309935e-4
Ypel2,1.1294542820002768e-8,-0.2855346372135765,0.416,0.622,2.3718539922005813e-4
Tmem208,1.2472534827363344e-8,-0.2527489010978796,0.363,0.584,2.6192323137463024e-4
Prkcdbp,1.2944383089445216e-8,0.48191904124286244,0.148,0.054,2.718320448783495e-4
Jun,1.4693142266018693e-8,-0.31013483746340476,0.38,0.575,3.0855598758639256e-4
Qpct,1.484507814926743e-8,0.5026218528677406,0.211,0.105,3.1174664113461605e-4
Diap3,1.5376093378170874e-8,-0.2739346422616381,0.05,0.139,3.2289796094158834e-4
Clmn,1.5621182843794565e-8,0.49297546323639074,0.55,0.5,3.2804483971968587e-4
Slc50a1,1.5857574671135493e-8,0.4924403889849591,0.495,0.414,3.3300906809384534e-4
Tmed9,1.5995321012406497e-8,0.40550695235126155,0.676,0.695,3.3590174126053645e-4
Birc6,1.6880053512037955e-8,-0.2874970038950453,0.18,0.328,3.5448112375279704e-4
Pcdh7,1.6977615591101404e-8,-0.26764258694279713,0.066,0.165,3.565299274131295e-4
Acot7,1.7553771487799547e-8,-0.2816000309727067,0.725,0.871,3.686292012437905e-4
Eif4a2,1.8204132110256334e-8,0.36280820842660955,0.726,0.743,3.8228677431538304e-4
Ap2s1,1.8250165940707824e-8,0.37875042025371997,0.729,0.704,3.832534847548643e-4
Ddr1,1.934563418146481e-8,-0.38569664602039433,0.404,0.582,4.06258317810761e-4
Cml1,2.0218454837951383e-8,0.4777130088676668,0.235,0.127,4.2458755159697906e-4
Litaf,2.2014022713837296e-8,0.36422728671420046,0.785,0.76,4.6229447699058324e-4
S100a16,2.2560280017403597e-8,0.3427122435470542,0.917,0.89,4.737658803654755e-4
Crip2,2.2616308543833918e-8,-0.36382394344751,0.182,0.326,4.749424794205123e-4
Uqcrc1,2.279273212265506e-8,0.36729079007971266,0.678,0.659,4.786473745757563e-4
Nap1l4,2.3666247186792517e-8,0.42063591676490497,0.586,0.539,4.969911909226428e-4
Lmbrd1,2.3826670957102946e-8,0.4627819655667553,0.565,0.526,5.003600900991619e-4
Sbf1,2.522999889781642e-8,-0.2954827240001423,0.372,0.579,5.298299768541449e-4
Epdr1,2.693110503203465e-8,0.47424493282996444,0.166,0.069,5.655532056727277e-4
Ank3,2.7154870805386434e-8,-0.4197014752990773,0.51,0.717,5.702522869131152e-4
Wasf1,2.854439044356085e-8,-0.257676081460711,0.088,0.197,5.994321993147778e-4
Sdha,2.9548658227046075e-8,0.44135101754241224,0.596,0.566,6.205218227679675e-4
Eef1d,3.116205104274471e-8,0.4131822364836819,0.648,0.627,6.544030718976389e-4
Expi,3.438805776778924e-8,0.5211294869296208,0.217,0.11,7.221492131235741e-4
Txndc17,3.777957943948306e-8,-0.27572839035722985,0.588,0.8,7.933711682291442e-4
Ech1,4.8248053858054345e-8,0.3758952318359119,0.707,0.712,0.0010132091310191412
Pigyl,5.0345082776924895e-8,0.34715762113414206,0.779,0.798,0.0010572467383154229
Rbm25,6.061117160659691e-8,0.5479647766231369,0.457,0.404,0.0012728346037385351
Vdac2,6.403670005451716e-8,0.34389737416032107,0.774,0.794,0.0013447707011448604
Psmd4,6.409677509161393e-8,0.38633139723861354,0.697,0.697,0.0013460322769238925
Gstm5,6.499657247789716e-8,0.37957180622040987,0.861,0.875,0.0013649280220358404
Sumo2,6.619177775212942e-8,0.3031856529198165,0.835,0.86,0.0013900273327947178
Epha4,7.3289249632114e-8,-0.25291462657250074,0.111,0.23,0.001539074242274394
Ndufs7,7.54306108390915e-8,0.28465168432503596,0.844,0.871,0.0015840428276209214
Commd9,7.795014846189429e-8,-0.3186786339732659,0.336,0.515,0.00163695311769978
Atp5a1,7.928453689346994e-8,0.33637957587249767,0.788,0.798,0.0016649752747628687
Rbx1,7.948827716098845e-8,0.29465776772783814,0.843,0.867,0.0016692538203807574
Eif1b,8.383962321036775e-8,-0.2616825029925791,0.535,0.749,0.0017606320874177228
Gpt,1.0291819595372816e-7,0.5196328323007557,0.188,0.094,0.002161282115028291
Olfml1,1.1135953250532838e-7,0.5457261719997881,0.285,0.185,0.002338550182611896
Wscd1,1.1486206931052405e-7,-0.2547746861454856,0.482,0.689,0.002412103455521005
Mapre1,1.199449302816757e-7,-0.2693526499792436,0.4,0.607,0.0025188435359151896
Fus,1.3097665443182323e-7,0.38984647402551453,0.691,0.68,0.002750509743068288
Stmn3,1.387877604528277e-7,-0.3457809687829134,0.295,0.474,0.0029145429695093816
Arpc2,1.3989004532851103e-7,-0.2537494671175171,0.44,0.663,0.0029376909518987315
Gjb1,1.4307700677985048e-7,0.35390608783334665,0.811,0.749,0.00300461714237686
Son,1.457342547621282e-7,0.3619862037423074,0.797,0.79,0.0030604193500046923
Chmp2a,1.6228367238080388e-7,0.33355495451519435,0.762,0.781,0.0034079571199968814
Erlin2,1.7065879984091886e-7,0.44607137111808187,0.196,0.099,0.003583834796659296
Sema6d,1.8171843027933462e-7,0.5205511390966704,0.279,0.176,0.003816087035866027
Cdc37,1.889203999291703e-7,0.43329313000875236,0.563,0.536,0.003967328398512576
Mtap1a,1.9893631919360152e-7,-0.28163758481399137,0.657,0.816,0.004177662703065632
Spock1,2.1803762500137031e-7,0.3842883327811951,0.162,0.071,0.0045787901250287765
Carhsp1,2.299811715724887e-7,0.32108880518218985,0.808,0.815,0.004829604603022263
Npm1,2.4454183744216887e-07,0.41846582169388236,0.619,0.592,0.0051353785862855465
Ssb,2.4814803778104806e-7,0.484753429203598,0.486,0.436,0.005211108793402009
Fgfr2,2.931533844138659e-7,0.48848575314677367,0.473,0.416,0.006156221072691184
Ctsb,2.9407583258057646e-7,0.27541929491629435,0.857,0.871,0.006175592484192105
Gadd45g,3.0307296137782383e-7,-0.3409677145866138,0.109,0.213,0.0063645321889343005
Tmed4,3.3175860021603533e-7,0.4536773446693453,0.441,0.371,0.006966930604536742
Ndufa5,3.377023291738848e-7,0.41915679876552825,0.642,0.614,0.00709174891265158
Fau,3.5305566857898897e-7,0.27520078346873245,0.931,0.929,0.007414169040158769
Rhog,3.5405436604989287e-7,0.4242497073358136,0.605,0.594,0.0074351416870477504
Snw1,3.837579143630219e-7,0.4611846302112481,0.518,0.472,0.00805891620162346
Hsd17b11,3.928853234860162e-7,0.4604022407396624,0.234,0.139,0.00825059179320634
Phyh,4.376030106527438e-7,0.44085915196379233,0.203,0.11,0.00918966322370762
Psma3,4.5803117710732046e-7,0.37563941001754664,0.665,0.678,0.00961865471925373
Kndc1,4.6899376662450693e-7,-0.32831991853880593,0.311,0.474,0.009848869099114645
Sst,4.947846313158129e-7,-0.6645509410190981,0.037,0.109,0.01039047725763207
Fads6,5.067479467837443e-7,0.40122173269938294,0.17,0.081,0.01064170688245863
Fnbp1,5.189722759008725e-7,0.4330732819077683,0.564,0.549,0.010898417793918322
Sgta,5.923620479874929e-7,0.4379134630273762,0.508,0.461,0.012439603007737351
Mdh1,6.107181698579962e-7,0.30063966524277497,0.719,0.717,0.012825081567017919
Acyp2,6.434467828509405e-7,0.4356852873533646,0.201,0.109,0.01351238243986975
Pde8a,6.965639327687289e-7,0.5350752083013637,0.285,0.199,0.014627842588143307
Rbmx,7.242766920826647e-7,0.40806698390041285,0.16,0.075,0.015209810533735959
Hnrnpa2b1,7.329777278444618e-7,0.3518312121252185,0.717,0.715,0.015392532284733697
Rtn1,7.551140018601701e-7,-0.30722431221111113,0.289,0.459,0.015857394039063572
Ctsz,8.633373782059644e-7,0.46824187224443137,0.43,0.371,0.018130084942325254
Prosc,8.755889747082935e-7,0.5099376464667266,0.308,0.225,0.018387368468874163
Klf13,8.846750856346315e-7,-0.34852021402340916,0.499,0.685,0.01857817679832726
Tuba1b,9.058453456564003e-7,0.4172381279014039,0.574,0.522,0.019022752258784404
Gm410,9.175703869817532e-7,0.455389297991719,0.168,0.082,0.019268978126616817
Appl2,9.434778306195936e-7,0.4421937195338687,0.196,0.109,0.019813034443011465
Gltscr2,9.637632836038982e-7,0.4159842859296161,0.586,0.547,0.020239028955681863
Stxbp3a,1.067046419043061e-6,0.44134092399456093,0.528,0.5,0.022407974799904282
Klc1,1.200800210028544e-6,-0.25126882788143845,0.217,0.361,0.025216804410599425
Serpinb6a,1.2306220278334369e-6,0.5089761286219533,0.315,0.225,0.025843062584502176
Tprkb,1.3721468912079319e-6,0.5559740118363208,0.338,0.264,0.02881508471536657
Hspa2,1.5827946615976867e-6,-0.2999355031288736,0.206,0.33,0.03323868789355142
Cd151,1.6037431213565168e-6,0.33557059929808314,0.107,0.037,0.033678605548486854
Nxt2,1.6758483466880471e-6,0.4882916378064386,0.194,0.109,0.03519281528044899
St13,1.7762688863400042e-6,0.33772063471419544,0.614,0.596,0.03730164661314009
Laptm4b,1.8491967959759053e-6,0.45085862672881705,0.432,0.369,0.03883313271549401
Nmral1,1.8513132463781406e-6,0.35172567941561694,0.659,0.674,0.038877578173940955
Tmem50a,1.859131281919599e-6,0.28390051113569603,0.808,0.854,0.03904175692031158
Uchl1,2.009850528248597e-6,-0.33048534597930734,0.275,0.414,0.04220686109322054
1810020D17Rik,2.0499282146007633e-6,-0.2698806862235048,0.533,0.728,0.04304849250661603
Papss1,2.1808762141795685e-6,0.3680539674516201,0.633,0.642,0.04579840049777094
Eef2,2.5518615648218557e-6,0.3053831776762057,0.841,0.861,0.05358909286125897
Ablim2,2.5914148273127614e-6,-0.3183925129129328,0.286,0.427,0.05441971137356799
Kif13b,2.6863219815329472e-6,0.4259569281199681,0.165,0.084,0.05641276161219189
Fgf1,3.038660579153969e-6,0.393791735397447,0.152,0.073,0.06381187216223334
Cirbp,3.273121390013771e-6,0.358603964339133,0.666,0.689,0.0687355491902892
Stip1,3.6122892909771516e-6,0.4095431299785174,0.404,0.339,0.07585807511052019
Psmc2,3.7194292897103165e-6,0.38942507116340974,0.566,0.556,0.07810801508391664
Snx15,3.97960707646227e-6,-0.2626020879747344,0.605,0.772,0.08357174860570767
Serinc5,4.064614658688203e-6,-0.28878008577316727,0.281,0.431,0.08535690783245226
Rab7,4.271101700697881e-6,0.3041465727765269,0.767,0.768,0.0896931357146555
Pqlc2,4.4990090830940025e-6,0.3465794510587874,0.132,0.058,0.09447919074497406
Aig1,4.5220053033258785e-6,0.4279221616437019,0.486,0.446,0.09496211136984345
4930506C21Rik,4.602188624013152e-6,0.42951873261516826,0.192,0.109,0.09664596110427619
Pdgfa,4.8966866780351224e-6,-0.26132794337082077,0.271,0.414,0.10283042023873758
Skap2,5.015735503945363e-6,0.29928937515289755,0.123,0.051,0.10533044558285262
Kif21a,5.26164069059954e-6,0.4920165482755927,0.338,0.27,0.11049445450259034
Smu1,5.46053490753463e-6,0.4470888477346713,0.358,0.287,0.11467123305822724
Gnb2l1,5.535915689098287e-6,0.3769552560775846,0.563,0.551,0.11625422947106402
Aco2,5.833814801450919e-6,-0.2534993481939416,0.459,0.639,0.1225101108304693
Idh3g,6.547160631746846e-6,0.4307792900078887,0.362,0.287,0.13749037326668376
Ccdc88a,7.739226642832802e-6,0.41852621853414207,0.4,0.343,0.16252375949948886
Itm2c,8.247545103125245e-6,0.2786016285495585,0.605,0.588,0.17319844716563015
Uqcrc2,8.830662511986103e-6,0.3576876648685787,0.586,0.562,0.18544391275170816
Paqr7,9.257262524066121e-6,0.3272504183643139,0.129,0.058,0.19440251300538855
Ran,9.833037216657077e-6,0.3570117979801335,0.623,0.633,0.20649378154979864
Rab5c,1.0040987636085653e-5,0.37820476540602277,0.529,0.511,0.21086074035779873
Daam2,1.1285826830922048e-5,0.4417964926905361,0.316,0.24,0.237002363449363
Polr3e,1.1295379235917559e-5,-0.25759966134660384,0.483,0.667,0.23720296395426874
Rnf5,1.616398736162064e-5,0.3405873637681962,0.574,0.552,0.33944373459403343
Dock1,1.6266007174631657e-5,0.3138189972065026,0.143,0.071,0.3415861506672648
Nhp2l1,1.6459124968504118e-5,0.32164910365123034,0.674,0.708,0.3456416243385865
Dnajc15,1.7441334111625503e-5,0.4375573040223577,0.26,0.184,0.3662680163441356
Prdx3,1.8045167309528263e-5,0.4469162396579025,0.357,0.29,0.3789485135000935
Ddx24,1.887931167074271e-5,0.31766340236845103,0.573,0.551,0.39646554508559695
Dock9,1.8951401269398445e-5,0.4511990744278068,0.199,0.127,0.39797942665736735
Clic4,1.9038462362614852e-5,-0.26485501735857864,0.526,0.704,0.3998077096149119
Rtn2,1.9674405748142396e-5,0.3275114823379206,0.138,0.067,0.4131625207109903
Psmb7,2.0623082747640644e-5,0.2977258287964375,0.647,0.691,0.4330847377004535
Eif4a3,2.1229081393560172e-5,0.41471283843414974,0.404,0.348,0.4458107092647636
Ywhah,2.159340184241473e-5,-0.2542037123277878,0.279,0.419,0.4534614386907093
Fancc,2.3825410410031785e-5,0.4136384638574818,0.21,0.135,0.5003336186106675
Slc1a2,2.3863165489034143e-5,0.43777826674625697,0.32,0.238,0.501126475269717
Wbp2,2.3867241426099632e-5,0.27783282509384666,0.703,0.742,0.5012120699480923
Per3,2.395353391327028e-5,0.29830987219549104,0.136,0.066,0.5030242121786759
2410015M20Rik,2.4373065314522198e-5,0.3117821145666413,0.648,0.661,0.5118343716049661
Dctn2,2.5027444475175994e-5,0.3488578756294469,0.638,0.652,0.5255763339786959
Supt4h1,2.5672303372360193e-5,0.3687958810826426,0.564,0.566,0.539118370819564
Epn2,2.5873427193938597e-5,0.3931573054738058,0.471,0.421,0.5433419710727105
Swi5,2.738459389798159e-5,0.30206155451783134,0.744,0.785,0.5750764718576133
Pa2g4,2.8058602220303944e-5,0.3876668646347915,0.413,0.36,0.5892306466263828
Tmed1,2.8338412825450018e-5,0.3760378836488704,0.198,0.124,0.5951066693344503
Sbds,2.862122855036047e-5,0.33859712475184267,0.632,0.65,0.6010457995575699
Dctn4,2.965304464121039e-5,-0.2544112692670628,0.389,0.545,0.6227139374654183
Snca,3.264799930559459e-5,0.3682818355177153,0.434,0.382,0.6856079854174864
Ndufb4,3.433313202995435e-5,0.32471928121571536,0.688,0.727,0.7209957726290414
Eif3c,3.530438785355857e-5,0.38198980134353455,0.532,0.5,0.7413921449247299
Hdgfrp2,3.655530623960972e-5,0.4467081437166113,0.289,0.221,0.7676614310318041
Hsp90b1,3.765401864319144e-5,0.3060728061231366,0.716,0.73,0.7907343915070202
Rnh1,3.829395136222167e-5,0.4338791966132619,0.286,0.215,0.804172978606655
Tst,3.8431196549954655e-5,0.4108707266992132,0.271,0.195,0.8070551275490477
Bhlhe41,3.981620506369198e-5,0.4325408315425336,0.179,0.105,0.8361403063375316
Cfdp1,4.1412296581666773e-5,0.3978999397495335,0.491,0.47,0.8696582282150023
Rbbp7,4.669681612695421e-5,0.45229291727648524,0.256,0.189,0.9806331386660385
Anapc11,4.9118644394676636e-5,0.2552290921518727,0.776,0.822,1
2610017I09Rik,5.007754627452502e-5,0.47140819171110926,0.448,0.421,1
Nudt16l1,5.1744271254496666e-5,0.4180091924036664,0.405,0.358,1
Arl3,5.261002251929667e-5,0.4042040668079274,0.444,0.406,1
Nr4a1,6.310311993230462e-5,0.3786662374408533,0.13,0.067,1
Slc39a7,6.360510265220917e-5,0.4537960466088098,0.377,0.335,1
Rad23a,6.526763325525693e-5,0.40960252029783606,0.304,0.234,1
Jup,6.549680361017395e-5,0.42479420354697417,0.272,0.204,1
Adh5,6.738489529252457e-5,0.33748177075811636,0.601,0.607,1
Pttg1,7.257299167692577e-5,0.39015953518030755,0.477,0.453,1
Arnt2,7.981073831881591e-5,0.37769584741566525,0.175,0.109,1
Pqbp1,8.050137376103488e-5,0.4143424628297374,0.288,0.223,1
Thrap3,8.402244872880164e-5,0.4031543501073027,0.407,0.363,1
Fam171b,8.448564701072561e-5,0.40875314355812886,0.382,0.32,1
Cwc15,8.602137659230169e-5,0.2700848961575626,0.731,0.773,1
Cpeb1,8.70376245880197e-5,0.32194537241004795,0.147,0.082,1
Aebp1,1.0185896138649449e-4,0.3214895170702684,0.11,0.052,1
Cttnbp2,1.0493595177740904e-4,0.3699287772450746,0.231,0.161,1
B3galt5,1.1156056506758887e-4,0.36374275874281564,0.147,0.084,1
Apoa1bp,1.260193941942363e-4,0.3381987597509508,0.537,0.526,1
Psmb5,1.2657885897979522e-4,0.2518665882925579,0.685,0.7,1
Cope,1.2772042066534333e-4,0.3128601450296169,0.666,0.695,1
Ctsa,1.283502472142625e-4,0.3388016684333084,0.592,0.646,1
Emg1,1.2934746696196528e-4,0.41515279933434923,0.321,0.262,1
Commd1,1.3870564418379694e-4,0.33723680631679853,0.513,0.506,1
Arl6ip5,1.430228967458853e-4,0.34378838232048525,0.523,0.506,1
Rrp1,1.4804761838630638e-4,0.31288038461396805,0.611,0.61,1
Plin3,1.5682876435973848e-4,0.6419346061630613,0.398,0.333,1
Vps29,1.5742972765400075e-4,0.2801139868155773,0.619,0.642,1
Tmcc3,1.5819882297326331e-4,0.38796232411233866,0.51,0.509,1
Psmd8,1.6503813177170626e-4,0.3013421019374325,0.549,0.556,1
Mtap7,1.6507913470860337e-4,0.36376097977437305,0.523,0.532,1
Smc1a,1.6508341058641633e-4,0.43575130756369296,0.348,0.298,1
Adk,1.6983162400714365e-4,0.4346549836387975,0.315,0.262,1
Txndc15,1.7433261050339363e-4,0.3178248836591899,0.545,0.562,1
Slc15a4,1.8689154885026123e-4,0.2557913390938181,0.145,0.081,1
Os9,1.945127844750299e-4,0.3810415539516072,0.418,0.39,1
Snapin,2.005102769518186e-4,0.3623516032844287,0.583,0.597,1
3222401L13Rik,2.090778505470806e-4,0.313239206185128,0.116,0.06,1
Echs1,2.214747689835088e-4,0.38920308258843117,0.45,0.429,1
Trp53bp2,2.3516478936435256e-4,0.4735428147648608,0.38,0.345,1
Slc1a3,2.3777908068896793e-4,0.3956422938703179,0.249,0.184,1
Txndc9,2.491538258258766e-4,0.36167152043482886,0.439,0.412,1
Sparc,2.61136023949526e-4,-0.2508823339868762,0.17,0.268,1
Dnajc19,2.6595759768313035e-4,0.27467842785527985,0.659,0.699,1
Glo1,2.663726188120932e-4,0.33708493522336447,0.62,0.633,1
Chchd1,2.682651425528261e-4,0.3316542589828826,0.49,0.479,1
Spg20,2.713533711276725e-4,0.39493299200012,0.367,0.326,1
Tmeff1,2.8074865034739805e-4,0.3510454914149055,0.595,0.633,1
Ik,3.1771921769804926e-4,0.34567943302479565,0.409,0.369,1
Galnt6,3.361655808970005e-4,0.4085147088945288,0.4,0.373,1
Gnai2,3.3682009803187915e-4,0.3629482028969979,0.469,0.451,1
Vta1,3.4218250942563407e-4,0.3693928188040907,0.474,0.463,1
Phf17,3.430268021561018e-4,0.2741034499569901,0.107,0.054,1
Fkbp2,3.459307622503503e-4,0.2910207930207611,0.628,0.635,1
Plekhf1,3.47990200933228e-4,0.38114943231178844,0.233,0.17,1
Psmc3,3.5237437050385977e-4,0.3056211379939835,0.625,0.633,1
Atp5g2,3.585586531451535e-4,0.25683794444869523,0.744,0.796,1
Prkag1,3.696819155826619e-4,0.35181775181728536,0.242,0.18,1
Ldhb,3.759424135253268e-4,0.4146067074596851,0.504,0.463,1
Arhgef10,3.788604535585617e-4,0.3900954323156136,0.455,0.442,1
Exosc8,3.801297410999051e-4,0.33526963727909864,0.164,0.103,1
Kif3a,4.1020265401171715e-4,0.3862938692662954,0.455,0.446,1
Mdh2,4.152256351783215e-4,0.2557193937146538,0.68,0.73,1
Psmd13,4.3540157517587115e-4,0.3843081505719741,0.439,0.427,1
Hsd17b12,4.3811926688845204e-4,0.34166269752514755,0.504,0.493,1
Use1,4.607487215057593e-4,0.3684526794843115,0.468,0.461,1
Eif3k,4.7450566874311726e-4,0.2766482774270027,0.623,0.64,1
2310044G17Rik,4.900412698794304e-4,0.29657595165167855,0.179,0.116,1
Anln,4.969730201338519e-4,0.48423171583534175,0.363,0.315,1
Gpr98,5.388272157997432e-4,0.31807086022055353,0.139,0.084,1
Ndufs3,5.393463146416236e-4,0.3145805227063745,0.51,0.504,1
Pip4k2a,5.395303706583122e-4,0.3610968582780161,0.389,0.346,1
Eif6,5.478981156892506e-4,0.34174880933438656,0.501,0.493,1
Aif1l,5.601860345815906e-4,0.3650707009099591,0.189,0.133,1
Gabarapl1,6.140551861309676e-4,0.3909991197814724,0.476,0.468,1
Pdap1,6.421024227216365e-4,0.3235717349791414,0.563,0.586,1
Megf10,6.644357642067943e-4,0.2791262588948602,0.113,0.062,1
As3mt,6.701381210262248e-4,0.3138891836141199,0.183,0.122,1
Gm17566,6.92171794348426e-4,0.38274245501873083,0.272,0.213,1
Lamtor2,7.009604814708461e-4,0.2867581534843471,0.515,0.513,1
Suclg1,7.376671021188276e-4,0.3014560920298963,0.5,0.491,1
Mkln1,7.568796403356341e-4,0.36776805906657206,0.239,0.185,1
Prdx4,8.149385596915627e-4,0.35189014702202015,0.317,0.272,1
M6pr,8.153374692711695e-4,0.3464195413848894,0.473,0.476,1
Cyb5r3,8.18749321242035e-4,0.2549334185468972,0.11,0.06,1
Mettl5,8.18862426254946e-4,0.267736937065515,0.148,0.092,1
Aldh6a1,8.279002696507374e-4,0.312670013458797,0.198,0.14,1
Cct5,8.287437379984672e-4,0.30803604131154394,0.628,0.676,1
2900010M23Rik,8.572974908699e-4,0.29870009626593763,0.552,0.551,1
Nsmce1,8.773578855447621e-4,0.36739239858973705,0.254,0.202,1
B230118H07Rik,8.781155537304589e-4,0.31231377309022834,0.48,0.474,1
D10Wsu52e,8.801456450187065e-4,0.3938302237501733,0.34,0.303,1
Cab39l,8.908427421164322e-4,0.29459022071509394,0.159,0.103,1
Cttnbp2nl,9.85542810363647e-4,0.3270921273738376,0.145,0.092,1
Abcg1,9.962908321483458e-4,0.3741940115818211,0.234,0.18,1
Mt3,0.0010020171417715086,0.49071228991158233,0.294,0.24,1
Hnrnpa3,0.001029072619468992,0.40047131082447973,0.444,0.44,1
Nsfl1c,0.0010308696840818908,0.36576835432316923,0.368,0.337,1
Tef,0.0010335749760704534,0.29949939202291737,0.191,0.131,1
Txn2,0.0010788222207259858,0.36451565050647416,0.44,0.431,1
Dnajb2,0.0011121492848317034,0.39698067438702533,0.261,0.215,1
Pole4,0.0011814841777312898,0.3601727859233302,0.191,0.137,1
Psmd6,0.0011842965509058713,0.35044724570291463,0.402,0.373,1
Tsn,0.0012143194707847757,0.32340624652163763,0.522,0.543,1
Fuca1,0.0012361616155889242,0.29035179633616304,0.532,0.541,1
Arid5b,0.0012781621305446552,0.38061264412572937,0.341,0.305,1
Tmem14a,0.0012924883399700142,0.42684583832313827,0.331,0.298,1
Emd,0.001332406492084012,0.3388169456720743,0.217,0.165,1
Herpud1,0.0013665924134539942,0.3439892187274549,0.215,0.161,1
Flot1,0.0013987697001681518,0.3226835877267631,0.202,0.148,1
Snrpd2,0.0014667309132138668,0.3033579391287349,0.535,0.539,1
Pecr,0.0014953425433166141,0.27164875041667347,0.109,0.062,1
Nars,0.001501547052951118,0.38645221624772275,0.358,0.33,1
Tanc1,0.001679427920456169,0.2837214502678781,0.105,0.06,1
Dtd1,0.0017147840056281533,0.3803380647813187,0.354,0.326,1
Fam53b,0.0018569249056132019,0.36631144736423416,0.353,0.318,1
Glrx3,0.0018638431321663681,0.3176093515221412,0.437,0.427,1
Trmt112,0.0018962112217394392,0.29939770206354765,0.371,0.331,1
Gaa,0.0019262944058515052,0.2990575368102285,0.187,0.135,1
Mrpl23,0.0019302339306033005,0.3572318972825195,0.439,0.438,1
