gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Nop56,0.0019343391880034893,0.3683531503617713,0.294,0.251,1
Aimp1,0.0019515122078598915,0.3113207074228419,0.416,0.399,1
Dclk1,0.001975313618898979,0.2881483369162471,0.215,0.157,1
Mt2,0.002000795605109962,0.41485043636694796,0.244,0.189,1
Arpc3,0.002000941902688139,0.30520530018377956,0.483,0.494,1
Scd1,0.0020048627279419095,0.35028246010227915,0.226,0.176,1
Hnrnph2,0.0022189062667651942,0.38202903504860863,0.409,0.401,1
Ndufv2,0.002221430993312043,0.2617949622961604,0.613,0.657,1
Stag2,0.0023540642858819456,0.3055847477698452,0.192,0.142,1
Itpk1,0.002435082643160148,0.39138838735450143,0.412,0.403,1
Grhpr,0.00259168130122054,0.3202892352955071,0.512,0.504,1
Aamp,0.00267901699073867,0.2720609678241317,0.625,0.655,1
Rsl1d1,0.002719969576285459,0.3487053939392455,0.343,0.311,1
Itgb4,0.002927084913042011,0.3423325194511476,0.27,0.221,1
Gcat,0.002974620057525239,0.34827220228680256,0.242,0.202,1
Smpd1,0.0029810120664354707,0.3271175333360743,0.38,0.36,1
Psmb4,0.00307298860634051,0.25625144943220035,0.592,0.62,1
Cluap1,0.0030781394567497493,0.28750915678539535,0.132,0.086,1
Slc24a2,0.0031788032192295677,0.25956174334976834,0.543,0.554,1
Lpin1,0.0032557236652711722,0.2551866180036221,0.1,0.058,1
Ndufv1,0.003349033997714433,0.30274106895005026,0.51,0.528,1
Klhl4,0.0034283577361861324,0.32644833131662526,0.156,0.109,1
Dazap2,0.0034805491104479454,0.31683445893394757,0.48,0.496,1
Clk1,0.003674916341545546,0.3561737267645684,0.336,0.305,1
Mrps28,0.003772735086514759,0.3146833371622048,0.202,0.155,1
Tomm7,0.003978384959548178,0.31919001178936734,0.459,0.463,1
Cct8,0.004013510159050133,0.359684747307061,0.445,0.466,1
Pnpla2,0.004023085349666481,0.31293120879376224,0.196,0.15,1
Tbc1d5,0.004076762201025519,0.3237007309115385,0.161,0.116,1
Imp4,0.004339284273934441,0.3418468547031226,0.252,0.212,1
Zbtb20,0.004348294706050833,0.3050010362379687,0.442,0.44,1
Stx4a,0.004356833109633335,0.2843300022506692,0.508,0.526,1
Cdc42bpa,0.004408996246398426,0.3755871275525682,0.372,0.365,1
Rpa2,0.004419126727207786,0.294088593137773,0.142,0.097,1
Psmd12,0.004457432806354367,0.30636971559564585,0.355,0.335,1
0610011F06Rik,0.004486029529004673,0.29735042588907523,0.243,0.2,1
Cdk5rap2,0.00449951515881965,0.280406806578261,0.109,0.067,1
Fam123a,0.004550542479461371,0.25479802123523865,0.127,0.082,1
Slc38a2,0.00483218610676274,0.36691596405277926,0.441,0.446,1
Cdc37l1,0.00486518164815274,0.2593478457773932,0.636,0.706,1
Snrnp48,0.004873081659580333,0.3231969629986581,0.192,0.146,1
Sec61g,0.004876995665297566,0.26525263228053864,0.573,0.616,1
Aip,0.004883321828618067,0.33167641344978016,0.381,0.373,1
Arfgap2,0.004928239286149784,0.35554936230322265,0.297,0.266,1
Enpp4,0.004969202106854633,0.35000089846061866,0.451,0.461,1
Ppid,0.005117248535601531,0.35013670460744917,0.251,0.213,1
Ewsr1,0.0054203753542897285,0.3565580301804896,0.332,0.305,1
Ddt,0.005492322024026376,0.31097307128052776,0.288,0.247,1
Dnajc8,0.005540559383428742,0.25093644378512314,0.587,0.635,1
Tm2d3,0.005578196444229442,0.3207536820955953,0.306,0.273,1
Cct4,0.005610634023757739,0.28191098466933506,0.457,0.464,1
Slc6a1,0.005758411375345804,0.2744820142989398,0.196,0.15,1
Ebna1bp2,0.005858522593214711,0.3199517052126103,0.295,0.27,1
Ilf2,0.005860051989349381,0.3512140184721264,0.417,0.41,1
Ppp5c,0.005874180974204218,0.329749662837575,0.302,0.27,1
Dld,0.006301763151257738,0.3058932646233215,0.179,0.135,1
Tbcd,0.006376962317818381,0.27318577967200286,0.115,0.075,1
Hprt,0.006464744343081584,0.28596741886433225,0.18,0.133,1
Hnrnpm,0.006482280651094561,0.35738162712851784,0.294,0.266,1
Gpatch8,0.006565849599339363,0.3074605153428036,0.377,0.36,1
Haghl,0.006754519650423821,0.308369317835411,0.431,0.433,1
Klk6,0.006861545026888595,0.5121994967047402,0.18,0.131,1
Wbp5,0.007047885591274761,0.29667727778077957,0.436,0.442,1
Psma1,0.00754766129038822,0.31225072158191414,0.428,0.434,1
Galk1,0.007635650023097393,0.3077241050523426,0.279,0.243,1
Pls3,0.007643268454718476,0.284199109436842,0.208,0.167,1
Exoc3,0.0076978827134129854,0.3469251792764142,0.37,0.369,1
Asna1,0.007998077199865278,0.3051237580656806,0.361,0.348,1
Snhg5,0.008090872611309205,0.33458878614927245,0.244,0.206,1
Slc20a2,0.0081483507782924465,0.31121018458535393,0.221,0.182,1
Slc6a9,0.008163783291733555,0.3135754532268833,0.362,0.341,1
Sf3a2,0.00817611140269589,0.3080967092421974,0.148,0.109,1
Ppp1cc,0.008372739478161325,0.3554077341424528,0.151,0.11,1
Pgrmc1,0.008702780096054925,0.33200511816809775,0.385,0.376,1
Usp14,0.008905961190975418,0.31895961434075243,0.187,0.148,1
1810074P20Rik,0.00956280517204853,0.2951972560563044,0.262,0.228,1
Sqstm1,0.009604111785681194,0.32643858620737,0.414,0.419,1
Sort1,0.009764802376055511,0.37485412460074685,0.32,0.303,1
Ssr1,0.00986916225232355,0.3290248728568117,0.358,0.35,1
Pcna,0.009874819876300983,0.3394985423750837,0.352,0.339,1
Ddit3,0.00988157520550416,0.2896894681495805,0.243,0.2,1
Sucla2,0.009944350817132061,0.32184148612771324,0.26,0.228,1
Polr2e,0.010455340526038788,0.30541762721402077,0.416,0.421,1
Ccdc12,0.010770487138105926,0.28029067036076394,0.469,0.483,1
Wrap53,0.01090048495762571,0.29270219589649094,0.267,0.23,1
Adamtsl1,0.011076080586358823,0.29001775683314335,0.23,0.193,1
Eif3h,0.011403873639693685,0.26227228536088454,0.59,0.639,1
5730469M10Rik,0.01161650884136016,0.26874211316578167,0.393,0.378,1
Cr1l,0.011677821406908668,0.2632043084123054,0.15,0.11,1
H2-D1,0.011819766057520067,0.2660974476607609,0.104,0.067,1
Ppp2r3a,0.01201119113569264,0.3017724397975937,0.243,0.208,1
Ngdn,0.012079966695844362,0.32052112147257983,0.292,0.266,1
Stx12,0.012096808889022113,0.2793870358657242,0.436,0.44,1
Anp32e,0.012270388437604005,0.3108459058088333,0.322,0.3,1
Nkain1,0.012605677373168825,0.26339020997640983,0.503,0.519,1
Stx7,0.012766727340282242,0.25216171640278096,0.547,0.584,1
Kctd3,0.01276799899231739,0.27922336007869786,0.145,0.107,1
Phlpp1,0.013423845873291767,0.30437749210823695,0.465,0.491,1
Anxa5,0.014102260471942076,0.2509922332096507,0.266,0.225,1
Tor1aip1,0.014311931248097329,0.32454988034394133,0.22,0.187,1
Med6,0.014409904256770184,0.2635365580371867,0.142,0.105,1
Fcf1,0.014923185632467282,0.2761423923746067,0.225,0.189,1
Eif3l,0.015598227999079728,0.3335674558835705,0.366,0.356,1
2210016L21Rik,0.015776193195929884,0.2710722395128482,0.444,0.449,1
0610037L13Rik,0.015896889836695488,0.2846579666751728,0.206,0.169,1
Gtf2f1,0.015970140375993692,0.26929162762235503,0.246,0.213,1
Gstk1,0.016086977964761436,0.27014671654648914,0.151,0.114,1
Hmgcl,0.016233077124420348,0.3185453921809054,0.335,0.316,1
Bckdha,0.016340707433190712,0.28218272755271057,0.267,0.234,1
Tspan7,0.01636383280093692,0.2645215563395844,0.43,0.429,1
Cln3,0.0177017047100959,0.29214261102623806,0.252,0.225,1
Mrpl17,0.017802357442798056,0.252920387244423,0.387,0.382,1
Mpdu1,0.018389103225858128,0.3230802309519093,0.272,0.247,1
Yipf1,0.01862460761014724,0.2977148306869647,0.274,0.247,1
Adora1,0.019965494862049207,0.30061326216486917,0.256,0.23,1
Hecw2,0.020376496950929118,0.2586428101112289,0.138,0.103,1
Nbas,0.02040958158770061,0.31675964984700733,0.203,0.172,1
Cyfip1,0.02091310343822408,0.2591446256594367,0.146,0.11,1
Nub1,0.021380701851113945,0.2757358141865445,0.219,0.187,1
Trappc3,0.021619350598281857,0.291420382001063,0.431,0.451,1
Idh3a,0.02183538538767471,0.2934854543074267,0.303,0.285,1
Fxr1,0.02183638773917378,0.3239919284598697,0.29,0.27,1
Il18,0.02285869218988577,0.254757598472666,0.391,0.378,1
Usp31,0.023220196885486565,0.266123707239606,0.137,0.103,1
Micu1,0.023372698012249525,0.26568966052411214,0.271,0.243,1
Pin4,0.023426181174931872,0.31626868758170523,0.376,0.382,1
Bnip3,0.023454037454914756,0.29687892465274834,0.298,0.275,1
Luc7l3,0.023919830619152867,0.2794144668169336,0.436,0.451,1
Ctso,0.02414898725140528,0.285944401185607,0.182,0.15,1
Rsl24d1,0.024206211309866672,0.2942245520697465,0.239,0.21,1
Dnajb1,0.024347770560696945,0.66525315570061,0.39,0.39,1
Ppp1r11,0.025482543667152146,0.2923667898986506,0.451,0.478,1
Elovl5,0.025543090910365905,0.3238425188440125,0.286,0.268,1
Taf9b,0.02634800178713468,0.2941571257209161,0.238,0.213,1
Eif1ax,0.02672751152719561,0.2675397950323469,0.386,0.391,1
Pdcd10,0.026825895683921915,0.2648537271385596,0.526,0.584,1
Atp11a,0.02707052925119115,0.2856352913289675,0.183,0.154,1
2610101N10Rik,0.027448487937994585,0.30294905068965206,0.306,0.292,1
Myl12a,0.0278757092713651,0.25792157417062866,0.477,0.511,1
Eprs,0.027964772266824384,0.29180989002297686,0.436,0.464,1
Psmc1,0.028475861850523393,0.29082619573718915,0.486,0.517,1
Mrpl27,0.02850081067451459,0.29507336491475744,0.403,0.416,1
Snrpd1,0.028656130850894006,0.28012863309357605,0.344,0.341,1
Srebf1,0.029199582813750503,0.25083929207073896,0.139,0.107,1
Tbc1d17,0.029232126391226902,0.29342641661645374,0.308,0.292,1
Map2k7,0.02990446770340897,0.2606464178856495,0.203,0.172,1
Atad1,0.02999711752262741,0.28914047253739317,0.251,0.227,1
Tsc1,0.03045614309929321,0.2657049599431972,0.162,0.131,1
Actr10,0.030526041330384997,0.280094371137503,0.368,0.371,1
Snrpa,0.03158252425238294,0.2894690675256568,0.297,0.279,1
Gins4,0.03160555057302497,0.3176428228480621,0.345,0.343,1
Hsd17b10,0.03160613103739037,0.2780702107546029,0.476,0.481,1
Clcc1,0.03184622101195583,0.27104423661507876,0.187,0.155,1
Arfgap3,0.032073007837389894,0.25548542374383315,0.125,0.094,1
D7Ertd443e,0.03295912455253821,0.2719417700014599,0.206,0.176,1
Gm98,0.03411034646157884,0.33405273604597885,0.362,0.367,1
Ckap5,0.03486759579035895,0.31982256120833696,0.293,0.279,1
Otud7b,0.035476629690296656,0.28446179941015926,0.512,0.567,1
Pogk,0.03651719001209863,0.26191326261722464,0.161,0.131,1
Tbc1d15,0.03734739990725802,0.2610364737881804,0.286,0.266,1
Mphosph6,0.03829210103422377,0.2738058376371645,0.288,0.275,1
2410001C21Rik,0.03894660643344274,0.2643187499095201,0.395,0.408,1
2310011J03Rik,0.0393212121569474,0.2682390266451671,0.327,0.322,1
Impdh2,0.03954711796917149,0.30912576261572944,0.261,0.247,1
Sat2,0.03960386275123268,0.2512485181834651,0.193,0.163,1
Surf1,0.04055315710953098,0.27686762098256135,0.339,0.337,1
Prpf40a,0.041807292008343565,0.27251072156935185,0.384,0.38,1
1110001J03Rik,0.042564255982068984,0.26593254756250195,0.28,0.257,1
Copb1,0.043384004556368955,0.2702344470414245,0.231,0.206,1
Anapc5,0.04349110435511773,0.2728155606040399,0.465,0.489,1
Zbtb38,0.04413248496070407,0.2641866466546964,0.262,0.24,1
D6Wsu116e,0.044140039296007044,0.2730118187167353,0.358,0.358,1
Hnrnph1,0.04460139756229825,0.2987623236748547,0.203,0.18,1
Ppil2,0.04670441750790065,0.28608768881109936,0.295,0.283,1
Cops2,0.04752818322072505,0.2529556407989084,0.231,0.21,1
Snrpe,0.04991277819853623,0.2521022354688096,0.301,0.288,1
Meg3,0.050397738880363065,0.3551743037351369,0.354,0.455,1
Creb5,0.05632528226825829,0.29320011558533665,0.311,0.303,1
Smc3,0.05858531503478175,0.2783625642830325,0.402,0.416,1
Hipk2,0.059036552265377816,0.25190070832218714,0.409,0.431,1
Rasa3,0.06314421575700177,0.25146497843457233,0.155,0.129,1
Kdm4a,0.06318604143513032,0.25188569608138045,0.15,0.125,1
BC005624,0.06339892809220936,0.28714545440472805,0.432,0.466,1
Ttc35,0.0652790954199575,0.28601059379400307,0.312,0.309,1
Eif3i,0.06534678019540731,0.2600595115121067,0.45,0.474,1
Sssca1,0.06661846461189905,0.2580428268398869,0.35,0.358,1
Sf3a3,0.0701111424877822,0.25085483349762455,0.212,0.193,1
Coro1c,0.07092416029775078,0.30009240595758213,0.252,0.24,1
Ccdc124,0.07283068912710736,0.30447402429120496,0.375,0.403,1
Rnf181,0.07624410386883877,0.258984699705437,0.311,0.309,1
Churc1,0.0874613918127782,0.2763113536129884,0.428,0.476,1
Ccdc132,0.09064129192746782,0.25010663163093433,0.15,0.127,1
Add3,0.09148004843431418,0.31447380933723457,0.313,0.324,1
Rsrc1,0.09190461297668853,0.25855721456561476,0.361,0.373,1
Trim59,0.09380016297909138,0.2514661017306452,0.329,0.331,1
Rpp30,0.09448661872431613,0.256573033337145,0.217,0.2,1
Taz,0.09526538999165228,0.25845183726120846,0.281,0.275,1
Arl6ip4,0.09773888190397682,0.28263940612849037,0.27,0.268,1
Cdc5l,0.09845626495662205,0.26090153615585876,0.311,0.315,1
Mll5,0.10391092913399039,0.250192988643831,0.371,0.395,1
Cryzl1,0.1050239563858467,0.28831645204647594,0.304,0.309,1
Max,0.10630589776051609,0.2756891678894749,0.219,0.206,1
Nemf,0.11844711626390092,0.2715461835817995,0.261,0.253,1
Gnao1,0.12237295561740291,0.2528696535692293,0.362,0.371,1
Ube2e3,0.12493185458378309,0.2881610555648507,0.301,0.305,1
P4ha1,0.1259578144888643,0.26709751514665947,0.18,0.165,1
Fktn,0.13230252487704294,0.2577602248103772,0.196,0.18,1
AI314976,0.13261350270846847,0.25879613198568896,0.225,0.217,1
Eri3,0.14200553075312244,0.25105175940638946,0.249,0.242,1
Dcaf17,0.1452642006071665,0.30778393888998157,0.266,0.266,1
Snrnp70,0.15032350171323788,0.27078819549923605,0.335,0.346,1
Hrsp12,0.16312589424051227,0.2563397251928805,0.214,0.204,1
Ncaph2,0.17489209699417121,0.28926067256437094,0.228,0.228,1
Eif3d,0.17520144285182218,0.2564643431292667,0.336,0.361,1
Plxdc2,0.17846574361087494,0.2651958537493655,0.368,0.393,1
Nacc2,0.18500716291848587,0.2545484202204965,0.208,0.2,1
1700019E19Rik,0.18740367773529848,0.25856668845154496,0.364,0.397,1
Sft2d1,0.19444569067660733,0.25044708557471296,0.416,0.466,1
Dpm1,0.19595705732889263,0.2544834798375437,0.386,0.433,1
Chrac1,0.1969628136744475,0.2500689591806414,0.243,0.24,1
Cep97,0.20839940685562902,0.28989265130522834,0.226,0.223,1
Atp1a2,0.20847520549919818,0.2802424081357334,0.119,0.103,1
Mrps18b,0.21492554363711608,0.25585357386268626,0.189,0.184,1
Pik3r1,0.2241537821211476,0.2600659379066541,0.26,0.262,1
BC031781,0.2310278026044915,0.2559350061527113,0.197,0.191,1
Nono,0.23895301777997027,0.25978164737207643,0.317,0.348,1
Dpm3,0.24482600643982416,0.2861490777508515,0.363,0.406,1
Tcea1,0.26178796519082614,0.2522317097638316,0.28,0.298,1
Sulf2,0.27036164224658293,0.25649542367610123,0.234,0.234,1
Adi1,0.2882422076478149,0.29463841271485336,0.254,0.27,1
Ddc,0.34735496298410284,0.2705064168028043,0.244,0.253,1
Mrpl52,0.4937455641022686,0.28166499104247145,0.239,0.257,1
Snhg11,0.7249577831429221,0.554528299613734,0.249,0.262,1
