gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Insig1,7.835197916245549e-10,-0.5935930232003903,0.21,0.368,1.6453915624115654e-5
D8Ertd738e,7.945617146752927e-10,-0.37521836509369244,0.676,0.788,1.6685796008181147e-5
Slc15a2,8.094136450734872e-10,0.4826211000611422,0.547,0.346,1.6997686546543232e-5
C030005K06Rik,8.837441012063583e-10,0.5292960783373258,0.303,0.141,1.8558626125333524e-5
Phgdh,8.879006989264196e-10,0.34453333613836934,0.922,0.807,1.8645914677454812e-5
2610017I09Rik,9.072985453296511e-10,-0.48021594205670093,0.92,0.946,1.9053269451922673e-5
Decr1,9.42486848609223e-10,0.4875687692110269,0.335,0.165,1.9792223820793682e-5
Fam176a,9.999831513332558e-10,0.43697955973920277,0.697,0.536,2.099964617799837e-5
Pgls,1.0261183225540344e-9,-0.30269213245604065,0.045,0.146,2.1548484773634722e-5
Auh,1.0554525856469559e-9,-0.32731598652231153,0.045,0.146,2.2164504298586075e-5
Ift57,1.1664419211434908e-9,-0.3680127417358567,0.075,0.193,2.4495280344013305e-5
Cxcl12,1.2056390477214746e-9,-1.2008755706237375,0.034,0.123,2.531842000215097e-5
Uqcr11,1.2194021556721245e-9,-0.36062817104326195,0.909,0.928,2.5607445269114613e-5
Edf1,1.3968075193244223e-9,-0.37168239614809506,0.692,0.785,2.933295790581287e-5
Nr4a1,1.4316278239419885e-9,-0.5038377442811863,0.076,0.193,3.0064184302781758e-5
Spop,1.4322419955833566e-9,-0.4291140661762467,0.239,0.405,3.007708190725049e-5
Slc39a12,1.7054879764732794e-9,0.46468681142392576,0.607,0.415,3.581524750593887e-5
Stmn3,1.7470829889488263e-9,-0.7903151758216627,0.342,0.486,3.668874276792535e-5
Tmed5,1.7629263289269261e-9,0.5262760138282829,0.587,0.412,3.702145290746545e-5
Ywhah,2.0856000946124394e-9,-0.7596462635318217,0.248,0.395,4.3797601986861226e-5
Efnb3,2.1619640837241125e-9,-0.3275169852644866,0.031,0.119,4.540124575820636e-5
2010011I20Rik,2.1853388956620253e-9,-0.39606507487561193,0.043,0.138,4.589211680890253e-5
Srp9,2.1988200937104624e-9,-0.45735449961157926,0.427,0.56,4.617522196791971e-5
Lsm1,2.2088219983784365e-9,-0.4678794151170945,0.174,0.321,4.638526196594717e-5
Ptplb,2.2153557685957994e-9,-0.4812398409555313,0.215,0.368,4.652247114051179e-5
Pppde2,2.2374180995596435e-9,-0.3774914091216459,0.073,0.188,4.698578009075251e-5
Scrg1,2.2927563016491073e-9,-0.5311937317986115,0.506,0.647,4.814788233463125e-5
Rapgef3,2.307405781681064e-9,0.48855055984751405,0.39,0.217,4.845552141530234e-5
Irak2,2.4052525412437768e-9,0.5224280017176776,0.374,0.202,5.051030336611931e-5
Ugp2,2.510550913756165e-9,0.4013657090468883,0.707,0.565,5.2721569188879466e-5
Atp2b1,2.571375823205215e-9,-0.534061723085187,0.269,0.427,5.399889228730952e-5
Enho,2.5786547286110783e-9,0.37590157488593556,0.8,0.632,5.415174930083265e-5
Cyp4f15,2.8110485730719244e-9,0.4425122759350537,0.538,0.353,5.9032020034510414e-5
Slc7a10,2.8379231301835627e-9,-0.6661540836023063,0.569,0.672,5.9596385733854814e-5
Tbc1d10a,2.9746185273188844e-9,-0.38206266937932265,0.065,0.173,6.246698907369657e-5
Arhgdig,2.992973321295781e-9,-0.35416878275230856,0.043,0.136,6.28524397472114e-5
Satb1,3.0829497905569156e-9,-0.3223359919881011,0.048,0.146,6.474194560169522e-5
Tubb4a,3.3864845615776614e-9,-0.6697783753010509,0.128,0.257,7.11161757931309e-5
Prkcz,3.515712217397432e-9,-0.3634522036735428,0.095,0.22,7.382995656534607e-5
Ngfrap1,3.595729716143917e-9,-0.514074674527266,0.409,0.541,7.551032403902226e-5
Ptgds,3.6181809846983832e-9,0.41583471373851577,0.218,0.081,7.598180067866604e-5
Arf5,3.6484962889845334e-9,-0.4479530606525616,0.149,0.286,7.661842206867521e-5
Aldoa,3.79305552771841e-9,0.2804410057963689,0.99,0.953,7.965416608208662e-5
Epb4.1l3,3.807045065107913e-9,-0.29193649136146826,0.036,0.126,7.994794636726617e-5
Sf3b1,3.9040208328096175e-9,0.4844419236208224,0.549,0.395,8.198443748900197e-5
Selk,4.134858703670677e-9,-0.36782799806693944,0.894,0.931,8.683203277708421e-5
Gabrg1,4.193680883455195e-9,0.4932760764659655,0.314,0.151,8.80672985525591e-5
Fzd2,4.455407725450082e-9,0.4909699184929243,0.213,0.079,9.356356223445172e-5
Tpi1,4.491503358896587e-9,0.36298162084169183,0.882,0.77,9.432157053682832e-5
Slc16a1,4.697685855931535e-9,-0.4251545744903812,0.036,0.123,9.865140297456224e-5
2310047M10Rik,5.0470039944858164e-9,-0.27633425186333893,0.034,0.121,1.0598708388420214e-4
Actg1,5.286358276555971e-9,0.2598425613176438,0.976,0.975,1.1101352380767539e-4
Serf2,5.323956592823687e-9,-0.32480514589080967,0.901,0.911,1.1180308844929742e-4
Lyar,5.507643164451847e-9,-0.31858998058044974,0.049,0.146,1.156605064534888e-4
Mbd3,5.578534594427361e-9,-0.32124145596744663,0.059,0.163,1.1714922648297457e-4
Tuba1a,5.6829625232427784e-9,-0.5206172829031614,0.876,0.909,1.1934221298809835e-4
Katnal1,5.9210414635864644e-9,0.5013479276762283,0.217,0.086,1.2434187073531575e-4
Ndufc1,6.024947250671809e-9,-0.36399929404047393,0.727,0.815,1.2652389226410797e-4
H2afv,6.36066700806176e-9,-0.4979971917576611,0.348,0.504,1.3357400716929697e-4
Tnfaip8,6.447659215837227e-9,0.4793111674625039,0.317,0.158,1.3540084353258177e-4
Msi2,6.604596048999621e-9,0.4178955481712603,0.625,0.449,1.3869651702899202e-4
Scd2,6.635338176489684e-9,-0.5516208205852422,0.792,0.83,1.3934210170628335e-4
Nckap1,7.26188993676145e-9,-0.4283046436089386,0.219,0.373,1.5249968867199045e-4
H2-K1,7.373280939357466e-9,0.5070624267724497,0.34,0.183,1.5483889972650678e-4
Cirbp,7.513966764253547e-9,0.49304903547107126,0.635,0.486,1.5779330204932447e-4
Frmd4a,7.615962336236054e-9,0.47332732308920633,0.571,0.415,1.5993520906095715e-4
Nfic,8.418368940498443e-9,0.5436946864071072,0.407,0.249,1.767857477504673e-4
Wasf1,8.518942499046644e-9,-0.45829074127822833,0.096,0.21,1.7889779247997953e-4
Smpd1,8.582055820397887e-9,0.4506772303697839,0.531,0.378,1.8022317222835563e-4
Uqcrc2,9.309721233540686e-9,0.41928633622985934,0.69,0.543,1.955041459043544e-4
Nedd8,9.855295720123856e-9,-0.39692454091123386,0.681,0.76,2.0696121012260099e-4
Pdia3,9.897156962489384e-9,-0.43104119843357047,0.277,0.432,2.0784029621227705e-4
Tpst2,1.0312201436871716e-8,-0.3994047883587105,0.109,0.232,2.1655623017430604e-4
Ehd1,1.0463726718258913e-8,-0.2732187007613541,0.034,0.119,2.1973826108343715e-4
Fam3c,1.0963226263728765e-8,-0.33034317464628016,0.056,0.156,2.3022775153830406e-4
Ppp4c,1.2887072805140919e-8,-0.35940141834777223,0.09,0.207,2.706285289079593e-4
Trnau1ap,1.3174949814876894e-8,-0.30961512688693715,0.05,0.146,2.7667394611241477e-4
Camk1,1.3427429255022563e-8,-0.39379923229737535,0.108,0.23,2.819760143554738e-4
Tppp,1.563057970134207e-8,-0.38072380678999496,0.074,0.18,3.282421737281835e-4
Pkp4,1.68692003404846e-8,-0.276912467090659,0.045,0.136,3.5425320715017664e-4
Capns1,1.7758126891629103e-8,-0.467978185883523,0.352,0.494,3.7292066472421117e-4
Chchd7,1.8236929238068927e-8,-0.40542044655696297,0.133,0.262,3.8297551399944747e-4
Fam134b,1.8628424101857587e-8,-0.26763118488271065,0.034,0.116,3.911969061390093e-4
Dclk1,1.9400828654853415e-8,0.28312856319868374,0.96,0.919,4.074174017519217e-4
Pkm2,2.1046958335205285e-8,0.2967738892809346,0.925,0.877,4.41986125039311e-4
Cox6c,2.1602392524051654e-8,-0.3235029850919471,0.914,0.951,4.5365024300508475e-4
Tmem5,2.2932806516432317e-8,-0.4131652317662863,0.151,0.281,4.8158893684507864e-4
6430590A07Rik,2.4009659881467697e-8,0.4958290464600792,0.308,0.163,5.042028575108216e-4
Akap8l,2.6640627601599013e-8,0.5132125265956541,0.333,0.19,5.594531796335793e-4
Id2,2.8756097928749333e-8,0.2824765928506374,0.945,0.867,6.03878056503736e-4
Myeov2,3.036519390180709e-8,-0.3935838850618212,0.641,0.714,6.376690719379489e-4
Itih3,3.053400084183188e-8,0.4828707060332972,0.325,0.183,6.412140176784695e-4
Atpif1,3.1405419234938564e-8,-0.5488802561286228,0.582,0.674,6.595138039337099e-4
Clmn,3.339915886293549e-8,0.477066408966611,0.481,0.326,7.013823361216453e-4
4930402H24Rik,3.3715200277394865e-8,0.46291191027307943,0.518,0.37,7.080192058252922e-4
Enpp2,3.4201909179351416e-8,-0.6073352565459524,0.103,0.212,7.182400927663797e-4
Sh3bgrl3,3.684243573839184e-8,-0.5804888758469713,0.353,0.474,7.736911505062286e-4
Shfm1,3.7188991170864396e-8,-0.3875709122943818,0.531,0.657,7.809688145881523e-4
Pnn,3.794857214250599e-8,0.44150917627220143,0.61,0.469,7.969200149926257e-4
Pisd,3.8293908018816317e-8,0.4740197425847549,0.399,0.249,8.041720683951427e-4
Dusp26,3.984396748437512e-8,-0.3332521633595905,0.048,0.136,8.367233171718775e-4
Lysmd2,4.355647374267417e-8,-0.3500411665116698,0.113,0.232,9.146859485961576e-4
Dhrs7,4.3601227334202266e-8,0.428180027539927,0.64,0.479,9.156257740182476e-4
Dnajb1,4.390669169055701e-8,-0.5354949427962938,0.106,0.222,9.220405255016972e-4
Spock2,4.413174401984513e-8,-0.7199283835383988,0.159,0.286,9.267666244167477e-4
Ifrd1,4.4338697172761664e-8,-0.33696462921180936,0.095,0.21,9.31112640627995e-4
Morf4l2,4.447914085264507e-8,-0.5177402028415679,0.298,0.437,9.340619579055465e-4
Acsl6,4.950897494304597e-8,0.3519290910761885,0.832,0.731,0.0010396884738039654
Kirrel2,5.079627294149491e-8,0.4460881155169653,0.245,0.114,0.0010667217317713931
Dynlrb1,5.1325854364103484e-8,-0.3323663176451275,0.752,0.815,0.0010778429416461732
Olig1,5.209227585523679e-8,-0.4561191274818095,0.061,0.156,0.0010939377929599725
Stx16,5.587956434040095e-8,0.47653181439145975,0.437,0.289,0.00117347085114842
Uqcr10,5.908071229529597e-8,-0.31680100546487644,0.881,0.914,0.0012406949582012153
Lgi4,6.061026083672517e-8,0.4882660758491337,0.25,0.119,0.0012728154775712285
Cldn5,6.29315640218474e-8,-1.3033107111716224,0.031,0.106,0.0013215628444587955
Lix1,6.586434553149328e-8,0.39111663379202666,0.742,0.627,0.0013831512561613588
Mrps12,6.690499584734864e-8,-0.3981606276327194,0.389,0.523,0.0014050049127943213
Gm8730,6.708991176728045e-8,-0.3268637593786757,0.073,0.175,0.0014088881471128894
Srebf1,6.897219603984042e-8,0.4907295283719745,0.313,0.17,0.0014484161168366488
Klc1,7.285776648496924e-8,-0.6413200970702703,0.203,0.314,0.001530013096184354
Dusp1,7.350425192858616e-8,-0.5478511080181295,0.191,0.326,0.0015435892905003093
Hint2,7.437333608668149e-8,-0.38374945600112353,0.238,0.383,0.0015618400578203114
Ddt,7.494101375650924e-8,0.3925340555481249,0.67,0.531,0.001573761288886694
Tmem151a,8.115009271551377e-8,-0.4676799979444931,0.066,0.16,0.001704151947025789
Ttc9b,8.258562159242262e-8,-0.35653358846565986,0.053,0.141,0.001734298053440875
2610034M16Rik,8.887435511226725e-8,0.36676284098309697,0.403,0.23,0.0018663614573576123
Mrp63,8.999673531435003e-8,-0.39209030438682,0.273,0.417,0.0018899314416013506
Mrps15,9.249284884739399e-8,-0.36444561577208384,0.136,0.259,0.0019423498257952739
Jund,9.39529580248879e-8,-0.2720669784127069,0.078,0.183,0.001973012118522646
Gtpbp6,9.584413188513526e-8,-0.3063020315711029,0.048,0.133,0.0020127267695878403
Chchd4,9.954548054838126e-8,-0.3541623551661198,0.134,0.257,0.0020904550915160063
Il18,1.0041824082985135e-7,0.35584383210996506,0.766,0.615,0.0021087830574268783
Gm6483,1.005319301147113e-7,0.4212007300080043,0.443,0.286,0.0021111705324089376
Cyp2j6,1.0087617146981942e-7,0.5036983378679154,0.308,0.17,0.002118399600866208
Hadh,1.0160968101996552e-7,0.42128654987793546,0.481,0.311,0.002133803301419276
Rab5a,1.0273195749418163e-7,-0.3670289185493346,0.148,0.279,0.002157371107377814
Dctpp1,1.0478959560522497e-7,-0.3928079863501826,0.089,0.195,0.0022005815077097246
Gpd2,1.0483535274881603e-7,0.4632732531021888,0.454,0.316,0.0022015424077251365
Syne1,1.0606073545954844e-7,0.45584814557013176,0.507,0.358,0.0022272754446505173
2700089E24Rik,1.100947788756108e-7,-0.35938457804481627,0.175,0.311,0.0023119903563878267
Ppp1r2,1.2407313382118667e-7,-0.39394853055540124,0.181,0.314,0.00260553581024492
Paqr7,1.2890513955893767e-7,0.3433605195807672,0.586,0.393,0.002707007930737691
Pam,1.3094395175466217e-7,-0.33086112802149975,0.069,0.168,0.0027498229868479058
Uqcrc1,1.3203489959711517e-7,0.33261405035418745,0.832,0.709,0.0027727328915394187
Faim,1.3669813872309225e-7,-0.3381253330769566,0.118,0.235,0.002870660913184937
Cyth2,1.3857130413506729e-7,-0.26634101205688876,0.068,0.165,0.002909997386836413
Gnas,1.3892466452207313e-7,-0.46719461949933083,0.504,0.593,0.0029174179549635356
Gm10561,1.3993411804715638e-7,0.43440597105505774,0.31,0.165,0.002938616478990284
D030055H07Rik,1.4745927615187705e-7,0.34681813002341155,0.123,0.03,0.003096644799189418
Hmgn2,1.5402259658413665e-7,-0.5833160509177038,0.212,0.338,0.0032344745282668697
5730469M10Rik,1.5656907466662537e-7,0.2915728474359778,0.86,0.756,0.0032879505679991325
2810055G20Rik.1,1.5934221850168652e-7,0.48496120931816455,0.3,0.17,0.0033461865885354167
Serp2,1.599955389679522e-7,-0.29711944722971795,0.049,0.133,0.0033599063183269965
Mtmr6,1.6115947120927787e-7,-0.28008924467168994,0.07,0.168,0.0033843488953948352
Ddost,1.7014309678046166e-7,-0.3886089567892824,0.123,0.24,0.003573005032389695
1810006K21Rik,1.708994392126344e-7,-0.39038698147880124,0.249,0.385,0.0035888882234653223
BC024659,1.7105217180704645e-7,-0.27246510371566157,0.075,0.175,0.0035920956079479754
Pea15a,1.7158157028603652e-7,-0.37029962761063473,0.66,0.775,0.003603212976006767
Rab3a,1.733109230413911e-7,-0.7557736679605604,0.272,0.4,0.003639529383869213
Lamp1,1.7759536872369553e-7,-0.5052051105085875,0.348,0.481,0.0037295027431976063
AI316807,1.7925900767316626e-7,-0.2929460462232154,0.05,0.136,0.0037644391611364914
Arxes1,1.884278890802128e-7,-0.3242842951307979,0.105,0.217,0.003956985670684469
Polr3h,1.9391319079520043e-7,0.4041065568296769,0.63,0.474,0.0040721770066992095
Psmd3,1.9489255479788224e-7,-0.3259224803434273,0.1,0.21,0.004092743650755527
Eif4g2,2.0257379037128273e-7,-0.3891029933515151,0.501,0.607,0.004254049597796937
Ninj1,2.0337133579473393e-7,-0.4244949834460969,0.078,0.178,0.004270798051689412
Ebpl,2.0849477612901193e-7,-0.37246872144178955,0.16,0.286,0.00437839029870925
Cntn1,2.1149780950657181e-7,-0.5318431451699359,0.155,0.274,0.004441453999638008
Cltb,2.1609020840612788e-7,-0.3852299611947083,0.354,0.494,0.004537894376528686
Slc25a34,2.2233891951761163e-7,0.4472926575147216,0.173,0.064,0.004669117309869845
Idi1,2.280280139886565e-7,0.4431017210371755,0.506,0.358,0.0047885882937617865
5930412G12Rik,2.3410482200177827e-7,-0.2585606165570906,0.031,0.104,0.0049162012620373435
Arpc1b,2.3425341900108138e-7,-0.8055358608011698,0.094,0.19,0.004919321799022709
Ttc35,2.3891925929267994e-7,0.4088054229712035,0.514,0.36,0.0050173044451462786
Ppp1cb,2.4408127692768565e-7,-0.47414373360807593,0.28,0.407,0.005125706815481398
Guk1,2.440909120040387e-7,-0.44034117080977553,0.332,0.464,0.005125909152084812
Ly6e,2.4553484983734084e-7,-0.7829215312554015,0.098,0.2,0.005156231846584158
Pygb,2.5559878446144467e-7,0.4016109714819649,0.541,0.402,0.005367574473690338
2310033P09Rik,2.6460739215594734e-7,-0.25423085977789467,0.063,0.156,0.005556755235274894
Scarb2,2.677103797128571e-7,-0.3198644398270442,0.074,0.17,0.005621917973969999
Vldlr,2.681291120466333e-7,-0.2522827121179381,0.069,0.165,0.0056307113529792995
Hes6,2.7935403227281495e-7,-0.36818195224807165,0.07,0.163,0.005866434677729114
1110002B05Rik,2.8920146450761016e-7,-0.5360744034964668,0.367,0.491,0.006073230754659814
Gm2a,3.0123298708968246e-7,-0.43889909580616004,0.388,0.511,0.006325892728883332
9530059O14Rik,3.030756576480533e-7,-0.25152634126343504,0.036,0.111,0.00636458881060912
Nudt4,3.055621980559366e-7,-0.26884841370359747,0.059,0.148,0.006416806159174669
Nfib,3.0675975686537157e-7,0.3911584049101282,0.63,0.486,0.006441954894172803
Herpud1,3.1124385813639686e-7,0.4499019960071343,0.337,0.205,0.006536121020864334
Fam5c,3.1785216755535665e-7,0.35029489751941745,0.155,0.054,0.00667489551866249
Hmbs,3.2472871417905823e-7,-0.2783204398076976,0.066,0.16,0.006819302997760223
Hn1,3.3383495610212263e-7,-0.5442900486089469,0.185,0.296,0.007010534078144576
Skil,3.388253254822669e-7,-0.2794072832701056,0.044,0.123,0.007115331835127605
Chst1,3.5578667210270776e-7,-0.4013745948309615,0.407,0.526,0.0074715201141568625
Gtl3,3.606786120581368e-7,-0.3455142360725247,0.133,0.249,0.007574250853220873
Gm129,3.6494657846637107e-7,0.36330591564940695,0.186,0.074,0.007663878147793793
Pou3f4,3.6673772476192346e-7,0.41737179253240986,0.244,0.116,0.007701492220000393
Slc6a1,3.697051513907196e-7,0.3477743903921531,0.672,0.528,0.007763808179205111
Stmn1,3.81326090393027e-7,-0.5564100010996871,0.651,0.728,0.008007847898253567
Tmed2,3.853509793366059e-7,-0.32082021626049173,0.094,0.198,0.008092370566068725
Pnpla7,3.9045374338112404e-7,0.3531026675219253,0.133,0.04,0.008199528611003605
3222401L13Rik,3.9737919062548873e-7,0.3819794445062867,0.148,0.049,0.008344963003135263
Ctxn1,4.2799614159127553e-7,-0.5636756687647199,0.135,0.244,0.008987918973416786
Ptp4a1,4.2801299186242627e-7,-0.33369950059036174,0.111,0.222,0.008988272829110952
Rwdd1,4.290963009085231e-7,-0.36290745366999744,0.164,0.286,0.009011022319078986
Hint1,4.6007627521448935e-7,-0.29337922364157043,0.806,0.867,0.009661601779504276
Snca,4.644092694888196e-7,-0.7143977909305681,0.305,0.43,0.009752594659265212
Macf1,4.991645962986859e-7,0.38871786170355516,0.633,0.511,0.010482456522272404
Tubb5,5.738915647967673e-7,-0.4445077972486271,0.501,0.59,0.012051722860732113
Crip2,5.82414984445524e-7,-0.44497519829949583,0.746,0.793,0.012230714673356005
Sepp1,5.941581950573303e-7,-0.46848799876006675,0.811,0.835,0.012477322096203936
Gcat,5.954763941665208e-7,0.4138512717702816,0.264,0.138,0.012505004277496937
Pdcd4,6.214786090429366e-7,-0.38918970898291894,0.193,0.323,0.01305105078990167
Ssbp3,6.219396128333664e-7,-0.3721821682794998,0.071,0.16,0.013060731869500694
Pigx,6.366590442221873e-7,-0.28174044548020316,0.064,0.153,0.013369839928665934
Sdc2,6.514247518720119e-7,0.3644981191664214,0.477,0.314,0.01367991978931225
Tmcc1,6.675057323329342e-7,0.4333428455932977,0.374,0.23,0.014017620378991619
Sept3,7.145431371725984e-7,-0.328230955769268,0.074,0.165,0.015005405880624566
Pex11a,7.536692617605497e-7,0.4125294344890129,0.288,0.16,0.015827054496971544
Prom1,7.674731041731738e-7,-0.28709957859074364,0.033,0.101,0.016116935187636648
Cxx1a,7.702824609363527e-7,-0.3476554393394354,0.079,0.17,0.016175931679663406
Stard3nl,7.991141355322557e-7,-0.3468957992226949,0.138,0.252,0.016781396846177372
Cyp2d22,8.005854817168933e-7,0.41435916417464436,0.29,0.165,0.016812295116054757
2700060E02Rik,8.234753660440554e-7,-0.3883920176891942,0.323,0.454,0.017292982686925164
Vti1b,8.703244633398228e-7,-0.38677996354693867,0.292,0.43,0.018276813730136277
Eif1b,8.739030125113568e-7,-0.3410603402168668,0.65,0.743,0.018351963262738493
Tmem100,8.835929364739163e-7,-0.4619009409019592,0.422,0.531,0.018555451665952242
2700029M09Rik,8.869072171309119e-7,-0.33289677140289453,0.138,0.254,0.01862505155974915
Rap1gds1,9.027683007277568e-7,-0.28408417103668476,0.086,0.185,0.01895813431528289
Arhgap5,9.682866793921868e-7,0.35516077576267113,0.687,0.563,0.020334020267235922
Aprt,9.82099125899512e-7,-0.3968384782426936,0.229,0.358,0.02062408164388975
3110082D06Rik,9.834588001893864e-7,0.454648028008927,0.239,0.123,0.020652634803977114
Atp5j2,1.0211333574747368e-6,-0.2670576963903821,0.852,0.886,0.021443800506969472
Nap1l1,1.0371397654304254e-6,-0.35631253533695373,0.267,0.393,0.021779935074038935
Mtch1,1.0747998778796735e-6,-0.3466586666993086,0.144,0.257,0.022570797435473144
Smpdl3a,1.079136294307215e-6,0.2852094107249741,0.804,0.637,0.022661862180451513
Sec62,1.0879300506681848e-6,-0.3322064437720962,0.778,0.857,0.02284653106403188
Ifi27l1,1.0895781308947548e-6,0.38638246698657697,0.493,0.331,0.02288114074878985
Arxes2,1.13804787271337e-6,-0.4104225851145735,0.393,0.526,0.02389900532698077
Map4k4,1.1825789895915621e-6,-0.30455449972910487,0.13,0.242,0.024834158781422803
Tpm1,1.2054833457966967e-6,-0.4491121683010937,0.212,0.336,0.025315150261730632
Pdcd5,1.2221804184238026e-6,-0.36648881290389923,0.442,0.56,0.025665788786899856
Ikbip,1.2224673629984686e-6,0.4050611697298341,0.327,0.193,0.02567181462296784
Spr,1.2435104196732523e-6,-0.4537109458403107,0.205,0.321,0.026113718813138297
St6galnac5,1.2500754869004423e-6,0.49934768526844775,0.457,0.336,0.02625158522490929
Calr,1.2519749375815295e-6,-0.341169471045057,0.628,0.721,0.02629147368921212
I830012O16Rik,1.2616755692036277e-6,0.30628159280993655,0.111,0.03,0.02649518695327618
Pitpna,1.262120871637236e-6,-0.2677415075562127,0.096,0.198,0.026504538304381955
Canx,1.2863679584251126e-6,-0.356572129036165,0.413,0.541,0.027013727126927366
Ptplad1,1.295946671234985e-6,0.3928697892233435,0.411,0.279,0.027214880095934688
Kitl,1.3436008636674838e-6,-0.28670648331338455,0.034,0.101,0.02821561813701716
Acadm,1.3834386109808693e-6,0.3954177615276948,0.554,0.402,0.029052210830598255
Pgcp,1.387043422202152e-6,0.34241089350568976,0.419,0.259,0.029127911866245193
Paqr6,1.3974248213154472e-6,0.37478629978516703,0.169,0.069,0.029345921247624394
Fndc4,1.435195480685103e-6,0.43338734695387426,0.314,0.188,0.030139105094387164
Rbm25,1.4479793437611735e-6,0.36833650413472374,0.517,0.385,0.030407566218984643
Bnip2,1.475110570376311e-6,-0.3469884340313249,0.081,0.173,0.030977321977902532
Nrgn,1.5123175944967118e-6,-1.3785437659653417,0.225,0.333,0.03175866948443095
Minos1,1.5144439562428196e-6,-0.32221116144528583,0.725,0.763,0.03180332308109921
B230219D22Rik,1.5478113465095129e-6,-0.2895430381734431,0.079,0.17,0.03250403827669977
1110003E01Rik,1.5744804099038806e-6,-0.3280266080346157,0.406,0.528,0.03306408860798149
Aco2,1.5849079257283815e-6,0.3356503279882752,0.71,0.58,0.033283066440296015
Ndufa2,1.584926256660211e-6,-0.2697578791599722,0.797,0.837,0.03328345138986443
Dars,1.614992811061086e-6,0.3940583069365853,0.318,0.188,0.033914849032282805
Dusp3,1.6245097194731779e-6,-0.4077577044751871,0.174,0.286,0.03411470410893674
Sdf2,1.6277536851818115e-6,0.3683647172495106,0.528,0.4,0.03418282738881804
Ccdc28b,1.6378804206862705e-6,-0.35835474851743876,0.225,0.356,0.03439548883441168
Ywhag,1.6395454471167958e-6,-0.549024793921859,0.245,0.358,0.03443045438945271
Bin1,1.6423032298412658e-6,-0.43352360890714,0.125,0.227,0.03448836782666658
Syt11,1.7312785523719923e-6,-0.47822670088428065,0.663,0.706,0.036356849599811836
Ankrd12,1.7539929653126806e-6,0.4156494524737955,0.452,0.331,0.03683385227156629
Stxbp3a,1.7885074524417423e-6,0.3922605300704317,0.278,0.156,0.03755865650127659
Kdelr2,1.832299730983847e-6,-0.3360536421140681,0.11,0.21,0.03847829435066079
Trappc6b,1.877335118565592e-6,-0.3686056224176385,0.165,0.274,0.03942403748987743
Plp1,1.8844060720647111e-6,-3.6505962991523004,0.171,0.279,0.039572527513358935
Pafah1b2,1.8946425168811367e-6,-0.3155416040914204,0.131,0.242,0.03978749285450387
Rnaseh2c,1.910212781075571e-6,-0.27683285457868306,0.124,0.232,0.04011446840258699
BC005537,2.1033045207546557e-6,-0.3793419306874971,0.176,0.289,0.04416939493584777
Tln1,2.1739620937720514e-6,-0.2894707514187562,0.174,0.296,0.04565320396921308
Itgav,2.182725549882442e-6,-0.34712790520370396,0.148,0.257,0.04583723654753128
Ccdc34,2.28229458569571e-6,-0.4171115208176248,0.325,0.452,0.04792818629960991
Unc50,2.290114205133297e-6,-0.3632541249047153,0.247,0.373,0.04809239830779923
Map2k1,2.4020233910743736e-6,-0.30904511535601487,0.183,0.304,0.05044249121256184
Sumo1,2.425282616388337e-6,-0.32666217058092517,0.531,0.635,0.05093093494415508
Pla2g16,2.5403205183123368e-6,0.36919320977580905,0.412,0.259,0.053346730884559074
Dtna,2.5856497739759174e-6,0.3153356790506465,0.706,0.58,0.05429864525349427
Hes1,2.663096158147372e-6,0.4523542716149701,0.295,0.18,0.05592501932109482
Aldh9a1,2.665489817707116e-6,0.4165081469015659,0.253,0.141,0.05597528617184944
Zfp36,2.6783239714263003e-6,-0.5911552007300916,0.085,0.173,0.0562448033999523
Cx3cl1,2.851228670870699e-6,-0.45776894986750005,0.113,0.207,0.05987580208828468
Cmpk1,2.936341618686237e-6,-0.29424743995337566,0.24,0.375,0.061663173992410975
Gna13,3.0517150618464526e-6,0.3840680928949336,0.429,0.294,0.0640860162987755
Crmp1,3.11365223824372e-6,-0.2501558296508305,0.051,0.126,0.06538669700311811
Gpt,3.1714324283030596e-6,0.3460755531717292,0.173,0.074,0.06660008099436425
Mapre3,3.176132101251585e-6,-0.28546345476176566,0.085,0.175,0.06669877412628329
2310016M24Rik,3.219040382917848e-6,-0.30282512173154474,0.683,0.746,0.06759984804127481
Dynll2,3.429766394876121e-6,-0.4197821072090566,0.196,0.309,0.07202509429239853
Psmc6,3.5646382426730127e-6,0.4176894179847557,0.413,0.289,0.07485740309613327
Ap2a2,3.5721542745166954e-6,-0.2940070187946501,0.084,0.173,0.0750152397648506
Mrps33,3.6107511254019373e-6,-0.2734633783653435,0.791,0.859,0.07582577363344069
Atp5a1,3.717256276853204e-6,0.2573372434361212,0.906,0.869,0.07806238181391728
Sst,3.762507161115483e-6,-0.790773340891296,0.038,0.104,0.07901265038342514
Dusp23,3.875097203467328e-6,-0.2793910502775677,0.05,0.123,0.0813770412728139
Gpld1,4.011402744741866e-6,0.3869852201582029,0.252,0.138,0.08423945763957918
Etfb,4.195262770019017e-6,0.33233159410778557,0.755,0.654,0.08810051817039936
Cd302,4.3416341766778216e-6,0.4111103311916767,0.373,0.249,0.09117431771023425
Vapa,4.350546427676122e-6,-0.33658070030973264,0.154,0.264,0.09136147498119856
Fnta,4.389243890522512e-6,-0.2857515661915682,0.084,0.173,0.09217412170097275
