gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Malat1,1.5632885328062623e-38,0.5430072811905866,1,0.998,3.282905918893151e-34
Abhd3,7.022778586173837e-37,1.0338892812556888,0.737,0.38,1.4747835030965058e-32
Fkbp1a,8.906111874537536e-37,-1.3096009306597036,0.288,0.6,1.8702834936528825e-32
Gde1,2.8270695584288294e-36,-1.1015623590810968,0.149,0.457,5.936846072700542e-32
F3,1.4542648094166107e-33,0.8758129134108441,0.91,0.647,3.053956099774882e-29
Junb,1.4748556554240452e-33,-1.3344276038455334,0.274,0.595,3.097196876390495e-29
Tspan3,4.483744461623661e-33,-0.8816798610267464,0.489,0.785,9.415863369409688e-29
Tmsb4x,1.3163889970659545e-32,-1.2491244601029416,0.855,0.951,2.7644168938385046e-28
Fbxo2,1.853572735592e-32,-1.1257543761344186,0.428,0.741,3.8925027447432e-28
Marcksl1,7.06333368621483e-32,-1.0052706461422738,0.039,0.264,1.4833000741051142e-27
Eif3j,2.895314425564966e-31,-0.9156018193774446,0.134,0.425,6.080160293686428e-27
Glul,9.245880958799434e-31,0.47947155107149086,1,0.998,1.941635001347881e-26
Hrsp12,1.6740774708846602e-30,0.9993654169165354,0.682,0.373,3.515562688857786e-26
Tomm20,2.949464274643131e-30,-0.8871510855294451,0.09,0.348,6.193874976750576e-26
Pla2g7,4.190900782119902e-30,0.7125777756893501,0.956,0.79,8.800891642451795e-26
Fxyd6,1.2366234218665702e-29,-1.698018239768522,0.146,0.422,2.5969091859197974e-25
Chchd10,6.188190509177304e-29,-1.0554587441563152,0.169,0.442,1.2995200069272337e-24
Pde6d,2.458647521166518e-28,-0.7966277675155804,0.116,0.385,5.1631597944496874e-24
Dynll1,2.9238021468360725e-27,-0.7085744199492514,0.859,0.936,6.139984508355752e-23
Ppp1r3g,2.9319660469471477e-27,-1.0209960282834796,0.163,0.432,6.15712869858901e-23
Bola3,1.2669989206340317e-26,-0.7450493529553228,0.078,0.311,2.6606977333314665e-22
Cck,1.3172692632446358e-26,-1.8670234328475295,0.168,0.432,2.7662654528137355e-22
Ccdc85b,1.8140162291473007e-26,-0.7886401367168606,0.066,0.286,3.8094340812093313e-22
Mrps34,2.24861207802984e-26,-0.7084037351036243,0.076,0.311,4.722085363862664e-22
Tm2d1,2.4919659300221052e-26,-0.7383480248299854,0.1,0.346,5.233128453046421e-22
2310044H10Rik,7.533541804585506e-26,-0.9470341987256746,0.205,0.464,1.5820437789629564e-21
Snx3,9.666172460320815e-26,-0.766777076682245,0.502,0.728,2.029896216667371e-21
Sc4mol,9.984127543300403e-26,0.6579873527503977,0.935,0.785,2.0966667840930848e-21
Slc25a3,1.0160995560463807e-25,-0.673833405554281,0.802,0.904,2.1338090676973993e-21
Mrps24,1.1190047375304614e-25,-0.48953914345713234,0.024,0.202,2.3499099488139688e-21
Il33,2.590257798824581e-25,0.9568908867563419,0.364,0.081,5.4395413775316195e-21
Sfrs18,2.708398537460315e-25,0.6310359286478331,0.921,0.793,5.6876369286666615e-21
Ogt,5.449863976519769e-25,0.6839225131159656,0.844,0.644,1.1444714350691514e-20
Pop5,5.611647006265908e-25,-0.6525850407282019,0.056,0.262,1.1784458713158407e-20
Agxt2l1,8.540099646182876e-25,1.012688263037341,0.434,0.146,1.793420925698404e-20
Hist1h1c,1.2739412133691696e-24,-0.9380040124432623,0.196,0.459,2.675276548075256e-20
Ppp1r1a,1.7030504014516043e-24,-0.8401167271377254,0.093,0.319,3.5764058430483694e-20
Ypel3,2.117021984789871e-24,-0.7314848023279042,0.074,0.286,4.4457461680587286e-20
Fth1,3.0388016389540817e-24,-0.626619394415453,0.999,1,6.381483441803572e-20
Tpt1,4.1403784394872426e-24,-0.6994435571192881,0.658,0.815,8.694794722923209e-20
S100b,1.4036767790023168e-23,0.6781182445494087,0.862,0.625,2.947721235904865e-19
Aldoc,1.478223835717101e-23,0.4356650651649172,1,0.998,3.104270055005912e-19
Mff,3.0201858690607966e-23,-0.8245254821619101,0.171,0.427,6.342390325027673e-19
Fam195b,1.1282239318598112e-22,-0.7600608011234846,0.209,0.467,2.3692702569056037e-18
Per3,2.149570307494761e-22,0.849970513059088,0.574,0.309,4.514097645738998e-18
Mgll,2.6715982031403406e-22,0.5930702488776229,0.974,0.896,5.610356226594715e-18
Mat2a,3.579905473344825e-22,0.6515518663597581,0.812,0.595,7.517801494024132e-18
Tmsb10,4.2603629210433185e-22,-1.3003640366276745,0.348,0.6,8.94676213419097e-18
Cpe,4.591948570288432e-22,-0.8797871092443827,0.856,0.943,9.643091997605707e-18
Glrx2,5.2264861060623675e-22,-0.6908315965477058,0.169,0.422,1.0975620822730972e-17
Gnb2,6.4265617210002485e-22,-0.7408260872416363,0.196,0.444,1.3495779614100521e-17
Chchd2,9.010635164881059e-22,-0.4415003347453257,0.959,0.99,1.8922333846250222e-17
Acsbg1,9.021546580931357e-22,0.5652542969274541,0.95,0.81,1.894524781995585e-17
Fscn1,1.0308917019937315e-21,-0.5778897409728109,0.043,0.217,2.1648725741868362e-17
Gpr37l1,1.0381443890960141e-21,0.48541660050275137,1,0.926,2.1801032171016295e-17
Por,1.3576341314694549e-21,0.8039699802583162,0.591,0.323,2.8510316760858555e-17
Id3,2.8993444400246446e-21,-1.3685594679185598,0.557,0.753,6.088623324051754e-17
Cadm1,3.930702242291582e-21,-0.7916754925000768,0.658,0.807,8.254474708812321e-17
H2afj,4.862241799773195e-21,-0.5708491097255265,0.039,0.21,1.0210707779523709e-16
Rexo2,5.552865879454086e-21,-0.6794334770464117,0.119,0.338,1.166101834685358e-16
Phb2,1.594941255139634e-20,-0.6634403474137253,0.191,0.44,3.3493766357932314e-16
Gria2,1.992876173526035e-20,0.7160620296474216,0.738,0.477,4.1850399644046733e-16
Ndrg2,2.2951010693659978e-20,0.4377345910019095,0.995,0.975,4.819712245668595e-16
Gstm5,3.347579183232421e-20,0.48605187338527234,0.997,0.985,7.029916284788085e-16
Ntm,4.8483259333775365e-20,0.5749865659239477,0.88,0.716,1.0181484460092827e-15
Acaa1a,5.701475021444445e-20,-0.6347303663005976,0.081,0.277,1.1973097545033335e-15
Tsen34,6.827042690704053e-20,-0.6146083509865155,0.091,0.291,1.4336789650478512e-15
Rheb,8.276531037160987e-20,-0.7994430168815121,0.335,0.553,1.7380715178038073e-15
Rorb,1.149160005593153e-19,0.7253943514869414,0.665,0.412,2.4132360117456215e-15
Tspan13,2.4093544227195505e-19,-0.8910398953827332,0.148,0.358,5.059644287711056e-15
Tubb2b,4.617353470072991e-19,0.5041100794567694,0.975,0.881,9.696442287153281e-15
Mtdh,6.630819334775436e-19,-0.6925385819223797,0.222,0.459,1.3924720603028414e-14
Ldhb,7.244112606534446e-19,0.36006099489236565,0.999,0.98,1.5212636473722337e-14
Tmem9b,8.084932723139632e-19,-0.6687509159458207,0.198,0.435,1.6978358718593227e-14
Wls,8.234328739495858e-19,0.8004444238873941,0.38,0.143,1.72920903529413e-14
Yeats4,1.6200818524432536e-18,-0.4961014096411467,0.048,0.21,3.402171890130833e-14
Fabp7,2.4581359805483157e-18,-0.9970918007626293,0.563,0.763,5.162085559151463e-14
Rab14,3.5792585777770216e-18,-0.597801146147412,0.458,0.681,7.516443013331746e-14
Mlf2,3.7642535294398934e-18,-0.6488621441600659,0.562,0.714,7.904932411823776e-14
Gm10071,4.658197598403826e-18,-0.467984193777489,0.024,0.158,9.782214956648034e-14
Abhd8,4.843173386121132e-18,-0.5814176373729173,0.081,0.264,1.0170664110854377e-13
Ranbp1,5.509266475564273e-18,-0.7425671984042022,0.322,0.541,1.1569459598684974e-13
Atp1a2,6.1329182611745e-18,0.39823703212241135,0.995,0.983,1.287912834846645e-13
Nol7,6.447652805189037e-18,-0.646107219339598,0.118,0.321,1.3540070890896977e-13
Gabrb1,7.48488256843707e-18,0.6668458324164346,0.603,0.36,1.5718253393717845e-13
Tkt,1.0005896557431129e-17,0.6392004350718505,0.761,0.593,2.101238277060537e-13
Car2,1.7896086128597343e-17,0.4954239259399307,0.952,0.847,3.758178087005442e-13
Akr7a5,1.8944277082858183e-17,-0.4365207451766644,0.03,0.168,3.9782981874002186e-13
Son,2.3983447873885324e-17,0.5522432735989535,0.939,0.847,5.036524053515918e-13
Oaz1,2.968926107694715e-17,-0.4211554795451513,0.949,0.96,6.234744826158902e-13
Mpzl1,3.288366133006657e-17,-0.46970260709069833,0.019,0.141,6.90556887931398e-13
Snf8,3.459974809744356e-17,-0.5358883543124817,0.081,0.259,7.265947100463148e-13
Marcks,3.8575841970856744e-17,-1.1715176492801913,0.125,0.321,8.100926813879916e-13
AW047730,4.194183391939774e-17,-0.7410402727436002,0.135,0.336,8.807785123073526e-13
Med9,4.876747101756376e-17,-0.3596774266566137,0.026,0.158,1.024116891368839e-12
Gjb6,5.419632418159217e-17,0.47854946067163207,0.889,0.659,1.1381228078134356e-12
Zcrb1,7.165704813883761e-17,-0.6326980124634844,0.154,0.358,1.5047980109155897e-12
Sdf2l1,9.637494699157504e-17,-0.42217419177203,0.029,0.16,2.023873886823076e-12
Fermt2,1.0434038745964143e-16,0.5435981506912322,0.887,0.738,2.19114813665247e-12
Schip1,1.0775108264606438e-16,-0.7847297248117859,0.347,0.541,2.262772735567352e-12
Cbr3,1.346906764376872e-16,-0.6776024371402762,0.098,0.274,2.828504205191431e-12
Rab11a,1.4737338840981034e-16,-0.6131089933507438,0.178,0.39,3.094841156606017e-12
Gadd45gip1,1.566538466310352e-16,-0.5550523708415177,0.186,0.41,3.289730779251739e-12
Cox8a,2.4771251992196245e-16,-0.3781427361263132,0.992,0.98,5.201962918361212e-12
Crot,2.755884801664501e-16,0.6852180874417169,0.578,0.346,5.787358083495452e-12
Lrp4,2.8971686065606606e-16,-0.7660484001733154,0.11,0.289,6.0840540737773875e-12
Phyh,3.693218296446812e-16,0.6393212330600695,0.605,0.388,7.755758422538305e-12
Gfap,4.3442270071088977e-16,-1.5234509358179518,0.135,0.321,9.122876714928686e-12
Gm16517,4.394821497968658e-16,-0.5780209764192574,0.171,0.378,9.229125145734182e-12
Atp5d,4.546200752032639e-16,-0.45790804349332115,0.814,0.889,9.547021579268542e-12
Mid1ip1,6.149284542987576e-16,0.45813507859537106,0.916,0.773,1.2913497540273909e-11
Trim35,8.414788515009689e-16,-0.5200504889735317,0.084,0.254,1.7671055881520347e-11
Gpi1,1.211120049534337e-15,0.5367935936283077,0.809,0.654,2.543352104022108e-11
Dnlz,1.4214032807890415e-15,-0.4605491453892606,0.046,0.188,2.9849468896569875e-11
Nudt19,2.2106197448424515e-15,-0.6852039702285693,0.299,0.504,4.642301464169148e-11
Rundc3a,2.44007884239778e-15,-0.48496891001938786,0.063,0.215,5.124165569035338e-11
Klf13,3.521457223513253e-15,-0.513031863638058,0.091,0.262,7.395060169377832e-11
Abhd2,4.4107211424206534e-15,-0.7098583077717061,0.064,0.212,9.262514399083372e-11
Eif5a,4.6152267853990544e-15,-0.5943913556974312,0.369,0.556,9.691976249338014e-11
Ctnnb1,4.7824314180964775e-15,-0.6323878602150665,0.148,0.338,1.0043105978002602e-10
2410004B18Rik,4.807923766025016e-15,-0.4109081897196807,0.035,0.163,1.0096639908652534e-10
Gpx8,9.591483534372432e-15,-0.6441828655834192,0.086,0.247,2.0142115422182106e-10
Slc1a3,1.2851063760862428e-14,0.34193956780781853,0.996,0.98,2.69872338978111e-10
Ddx5,1.3778922657388128e-14,0.47887492952336963,0.874,0.728,2.893573758051507e-10
Cldn10,1.4537634253485126e-14,0.4309879324968904,0.975,0.872,3.0529031932318766e-10
Hhatl,1.5427827011829563e-14,0.7043724595227638,0.294,0.101,3.2398436724842084e-10
Stub1,1.6098406962161963e-14,-0.5892361421784437,0.196,0.388,3.380665462054012e-10
1500011H22Rik,1.6943276030125577e-14,-0.4674911510748748,0.071,0.225,3.5580879663263713e-10
Hadhb,2.096497301961255e-14,0.5625910527564837,0.728,0.531,4.4026443341186357e-10
Snrpf,2.8036593261503712e-14,-0.5573697838321279,0.126,0.304,5.887684584915779e-10
Mageh1,2.897530567420582e-14,0.5724003076842759,0.728,0.556,6.084814191583223e-10
Tmem203,2.988902602383929e-14,-0.34931600241677496,0.028,0.143,6.276695465006252e-10
Mertk,3.150055712726393e-14,0.659687472162449,0.536,0.306,6.615116996725425e-10
Pllp,3.7641989368704644e-14,-0.8520012455150041,0.029,0.143,7.904817767427976e-10
Rtn1,3.77415976750795e-14,-0.8761940517337314,0.387,0.575,7.925735511766695e-10
Serf1,4.1698624158889117e-14,-0.5595659805285547,0.176,0.373,8.756711073366715e-10
Tsc22d3,4.35215890764653e-14,0.5127644444517361,0.824,0.654,9.139533706057713e-10
Syap1,4.383708383418798e-14,-0.290285684074267,0.026,0.141,9.205787605179476e-10
Rprml,4.6806964694969307e-14,-0.5531182594332353,0.036,0.156,9.829462585943555e-10
Anks1b,5.28241773175265e-14,-0.5177069685995654,0.06,0.198,1.1093077236680565e-9
Ndufa4,6.399531021171502e-14,-0.4120969648912891,0.956,0.97,1.3439015144460155e-9
Ubxn4,6.655879159160334e-14,-0.5688124454744136,0.229,0.43,1.3977346234236702e-9
Prkcdbp,6.823396438151918e-14,-0.5756107077824494,0.154,0.336,1.4329132520119028e-9
Chrdl1,8.040798545818584e-14,0.6554094105437229,0.349,0.141,1.6885676946219026e-9
Ube2d2,8.125309834175977e-14,-0.5912732515015305,0.166,0.351,1.706315065176955e-9
Clic4,8.917276294808254e-14,-0.5344982012856672,0.044,0.17,1.8726280219097332e-9
Cnn3,9.053707780785654e-14,-0.705491525731591,0.489,0.64,1.9012786339649875e-9
Npdc1,1.0364873106087084e-13,-0.6652072865758691,0.198,0.37,2.1766233522782875e-9
Ephx2,1.1717231320342872e-13,0.6073838035466462,0.439,0.212,2.460618577272003e-9
Dbi,1.189676632628396e-13,-0.6606731479731707,0.997,0.998,2.498320928519631e-9
Kcnk1,1.3454651417762288e-13,-0.6939154788725241,0.605,0.736,2.8254767977300806e-9
Sdha,1.366533963958576e-13,0.4766992078477177,0.753,0.568,2.8697213243130094e-9
D0H4S114,1.6755196987833853e-13,-0.34839038906023856,0.019,0.119,3.5185913674451092e-9
Hist3h2ba,1.761395057689962e-13,-0.4291662420073084,0.061,0.2,3.69892962114892e-9
Timp3,1.8445857902855115e-13,0.6099524093593851,0.641,0.435,3.873630159599574e-9
Ptges3,2.005795735508683e-13,-0.6253104041634763,0.208,0.39,4.212171044568234e-9
Hey1,2.4252069336239965e-13,-0.5591379251916712,0.146,0.321,5.0929345606103925e-9
Bsg,2.4883697066218495e-13,-1.4380222594392413,0.751,0.815,5.225576383905884e-9
Appl2,2.8597861740397345e-13,0.5625214815000901,0.594,0.375,6.005550965483442e-9
Sparc,2.9133284550108896e-13,-1.0709322178078502,0.423,0.595,6.117989755522868e-9
Jun,3.109284764789093e-13,-0.8750102428640206,0.249,0.43,6.529498006057095e-9
Pcp4,3.1473425193047985e-13,-1.2622342924578613,0.269,0.469,6.609419290540077e-9
Arpc2,4.50445193434388e-13,-0.5246575924239099,0.403,0.583,9.459349062122148e-9
Lsm4,5.768277406833784e-13,-0.5946540232085765,0.209,0.39,1.2113382554350946e-8
Ccnl2,5.933069300847825e-13,-0.5557254112621242,0.138,0.309,1.2459445531780432e-8
Scrn1,6.112245252355281e-13,-0.48902605048166686,0.089,0.24,1.283571502994609e-8
Maf1,9.308919791616331e-13,-0.4707159628586273,0.121,0.289,1.9548731562394297e-8
Acaa2,9.850384645298686e-13,0.5593376104831818,0.641,0.412,2.068580775512724e-8
Gng13,1.0626941470835461e-12,-0.4653891368849181,0.041,0.158,2.231657708875447e-8
Id1,1.072884044825104e-12,-1.26431750671245,0.217,0.39,2.2530564941327184e-8
Anxa5,1.1044193876099182e-12,0.4994195606765963,0.637,0.422,2.3192807139808283e-8
Cox4nb,1.1482109105840788e-12,-0.49872755366797994,0.199,0.383,2.4112429122265655e-8
Tmem70,1.4557697313605865e-12,-0.40533464592598784,0.061,0.195,3.0571164358572316e-8
Mapkap1,1.4564284869757264e-12,-0.33089780268129976,0.039,0.156,3.0584998226490256e-8
Fez2,1.5447240205791758e-12,-0.45432536112554434,0.071,0.21,3.243920443216269e-8
Gpcpd1,1.785035885015636e-12,-0.6371603330271041,0.094,0.24,3.7485753585328354e-8
Gnao1,1.8320346571167337e-12,0.43002196275915905,0.866,0.726,3.8472727799451406e-8
Uba52,2.122856559778564e-12,-0.5348737527538165,0.171,0.346,4.457998775534984e-8
Cib2,2.181366371844141e-12,-0.4075520541104073,0.034,0.143,4.580869380872696e-8
Tceb2,2.609693653768004e-12,-0.4382233551108796,0.76,0.83,5.4803566729128085e-8
Adk,2.673852596713758e-12,0.5279148693022457,0.79,0.642,5.6150904530988914e-8
Prdx6,2.829550849241862e-12,0.30281902733985877,0.999,0.98,5.9420567834079104e-8
Brp44,2.8307794004169736e-12,-0.50986927326044,0.549,0.706,5.9446367408756444e-8
Ap4s1,2.959350856613503e-12,-0.2664591351153611,0.02,0.116,6.214636798888356e-8
Zfp706,3.033123123746942e-12,-0.5313768425052955,0.277,0.464,6.369558559868578e-8
Aqp4,3.0970956007167384e-12,0.3366268178408043,0.857,0.64,6.503900761505151e-8
Akt1s1,3.2779640316525005e-12,-0.39041818062226735,0.073,0.212,6.883724466470251e-8
Hsbp1,3.467481916682629e-12,-0.45128299801658933,0.766,0.854,7.281712025033521e-8
Ass1,3.749196341620925e-12,0.5735745347202355,0.267,0.094,7.873312317403943e-8
Strap,3.933320701978309e-12,-0.37176099527842504,0.08,0.225,8.259973474154448e-8
Mrps26,4.048295507642081e-12,-0.4750601696067046,0.09,0.235,8.501420566048369e-8
Dpysl2,4.072255380126801e-12,-0.6358931231205609,0.511,0.649,8.551736298266281e-8
Gpc5,4.145897125995063e-12,0.5211369019605838,0.512,0.294,8.706383964589632e-8
Gemin7,4.794798489742303e-12,-0.45158485791308656,0.109,0.264,1.0069076828458837e-7
Chi3l1,5.1082922974189626e-12,0.5998367342400477,0.384,0.183,1.0727413824579821e-7
Timm8b,5.271803822944211e-12,-0.47656398862283966,0.646,0.76,1.1070788028182842e-7
Cox6a1,5.69616730178121e-12,-0.3832830702048047,0.87,0.933,1.1961951333740543e-7
Dhrs3,6.7789598954751794e-12,0.5672040261177579,0.383,0.185,1.4235815780497876e-7
Ube2d3,6.795676257041686e-12,-0.5053830359223698,0.264,0.454,1.427092013978754e-7
Igfbp5,7.625404175974969e-12,-1.486470235164834,0.145,0.291,1.6013348769547436e-7
Rmst,8.356476661474211e-12,0.6356370406454699,0.411,0.225,1.7548600989095843e-7
Gstt1,8.663801306565458e-12,0.5655039839912452,0.295,0.119,1.8193982743787462e-7
Mkrn1,8.838704441468106e-12,-0.5006028798257796,0.076,0.212,1.8561279327083023e-7
Pafah1b1,1.0052859078810345e-11,-0.5953490040047291,0.277,0.435,2.1111004065501725e-7
Ube2s,1.1789079543868043e-11,-0.3823381549123964,0.056,0.178,2.475706704212289e-7
Kif5b,1.2502292220919146e-11,-0.5821791898517882,0.263,0.435,2.625481366393021e-7
Prelp,1.2889820618627366e-11,0.5783474720723666,0.227,0.072,2.706862329911747e-7
Ezr,1.302509003871709e-11,0.4645142687235797,0.82,0.652,2.735268908130589e-7
2410003K15Rik,1.3473288414001184e-11,-0.31600481468357466,0.026,0.123,2.8293905669402484e-7
Socs3,1.533276679380692e-11,-0.5987743147000428,0.036,0.141,3.219881026699453e-7
Smpd2,1.556009773477348e-11,0.5304977953848922,0.481,0.272,3.267620524302431e-7
Cnbp,1.57076384806134e-11,0.43370547095668854,0.795,0.669,3.298604080928814e-7
Atox1,1.6838530742231886e-11,-0.5645635081671223,0.488,0.632,3.536091455868696e-7
Pgm2,1.765363198615945e-11,0.5706227150010652,0.526,0.331,3.7072627170934844e-7
Luzp2,1.9978181061459014e-11,0.6157139866053984,0.431,0.237,4.195418022906393e-7
Serp1,2.0179832316883185e-11,-0.40433204835933717,0.083,0.22,4.2377647865454686e-7
Sema6a,2.0519160399647273e-11,-0.5681691770764946,0.036,0.141,4.309023683925927e-7
4632427E13Rik,2.1560191225903996e-11,0.5790038957898619,0.434,0.254,4.527640157439839e-7
Luc7l3,2.3885958101556648e-11,0.5301728254199962,0.637,0.469,5.016051201326897e-7
Ifit3,2.4094460339234957e-11,0.4857545539517767,0.161,0.03,5.059836671239341e-7
Cd9,2.4652923276202813e-11,-0.8093516979482447,0.461,0.607,5.177113888002591e-7
Uqcrq,2.4807036215190236e-11,-0.3938080250388958,0.857,0.894,5.20947760518995e-7
Slc6a6,2.5238449115530883e-11,-0.5225238163745202,0.065,0.193,5.300074314261485e-7
Efemp1,2.701838020881746e-11,0.5175916515664443,0.16,0.032,5.673859843851667e-7
Slc38a3,2.7832597142149575e-11,0.4932007834509864,0.506,0.289,5.84484539985141e-7
Fez1,2.9585471727736844e-11,-0.41310848745469153,0.765,0.877,6.212949062824738e-7
Ppdpf,3.0185673344395567e-11,-0.5210360915702485,0.481,0.632,6.338991402323069e-7
Srrm2,3.482865304249725e-11,-0.5330384333468916,0.354,0.523,7.314017138924423e-7
Rexo1,3.5456883673885695e-11,-0.3567661151201958,0.06,0.183,7.445945571515996e-7
Tecr,3.639087664731166e-11,0.31271428676989776,0.942,0.916,7.642084095935448e-7
Cxx1b,4.0481655805691964e-11,-0.4121905864771352,0.12,0.274,8.501147719195313e-7
Selenbp1,4.6587767207456944e-11,0.5936038394400973,0.37,0.183,9.783431113565958e-7
Manf,4.899720805891421e-11,-0.5256258468113941,0.433,0.598,1.0289413692371985e-6
Entpd2,5.2023785297689726e-11,0.4988403465795197,0.509,0.309,1.0924994912514842e-6
Aox1,5.790168529266473e-11,0.5068496839685961,0.179,0.042,1.2159353911459595e-6
Rpe65,5.826819130938713e-11,0.45767301680540706,0.115,0.007,1.2236320174971296e-6
Lap3,6.577947514111857e-11,0.48061970085518024,0.645,0.444,1.3813689779634898e-6
Adora2b,6.739362747812136e-11,0.581660134327301,0.302,0.133,1.4152661770405486e-6
Upf3a,6.83355935765711e-11,-0.4213120643890839,0.061,0.18,1.435047465107993e-6
Plcd4,7.44523970414191e-11,0.5234022833052618,0.477,0.291,1.563500337869801e-6
Agmo,7.681446835863005e-11,0.5222427510296872,0.225,0.074,1.613103835531231e-6
Lgals1,8.199959397127901e-11,0.5882296507672986,0.297,0.128,1.7219914733968592e-6
Sox4,8.807785903263041e-11,-0.3747766592199946,0.031,0.128,1.8496350396852386e-6
Ankra2,8.902590711760965e-11,-0.3787065256509865,0.07,0.195,1.8695440494698027e-6
Srsf5,9.842382240095328e-11,0.4775501774743276,0.69,0.536,2.0669002704200186e-6
Arhgef2,1.176103192843438e-10,-0.2949526724679002,0.039,0.141,2.46981670497122e-6
App,1.5312847298280533e-10,-0.6253796299773848,0.229,0.383,3.215697932638912e-6
Slc12a2,1.5640455056754097e-10,-0.3953428273639624,0.023,0.109,3.2844955619183603e-6
Rbm3,1.7567504732375526e-10,0.5712851843564781,0.479,0.316,3.6891759937988603e-6
Fbxl15,1.7681495067894665e-10,-0.28305180279316683,0.026,0.116,3.7131139642578795e-6
Fgfr3,2.2564452074803683e-10,0.5047509969127368,0.602,0.422,4.738534935708773e-6
Thrsp,2.3539016245927547e-10,0.2803643526563957,0.787,0.59,4.943193411644785e-6
Rtn3,2.503464697089573e-10,-0.4672044373178883,0.552,0.657,5.257275863888103e-6
Rbp1,3.1370164714391023e-10,0.45276764055610275,0.518,0.328,6.587734590022115e-6
Rtf1,3.172471060607156e-10,-0.47413840236765764,0.128,0.267,6.662189227275028e-6
H3f3b,3.205538676964863e-10,-0.5895011297101207,0.864,0.911,6.731631221626213e-6
Spg21,3.2487621549716074e-10,-0.31479818471062215,0.04,0.141,6.822400525440375e-6
Slc27a1,3.31956746050272e-10,0.5077791652429862,0.686,0.521,6.9710916670557115e-6
Ppp2r2c,3.388775854206532e-10,-0.5253898749176713,0.094,0.22,7.116429293833717e-6
Atp5g1,3.7635358798267023e-10,-0.4933780528000633,0.775,0.817,7.903425347636075e-6
Nfe2l2,3.832532936579824e-10,0.5067333991287588,0.408,0.227,8.04831916681763e-6
Uba5,4.5296417978857255e-10,-0.3894361742643899,0.088,0.215,9.512247775560023e-6
Zfp238,4.5828650135622346e-10,-0.49209134371935154,0.085,0.207,9.624016528480693e-6
Creg1,4.796339114102092e-10,-0.47253116314349963,0.119,0.257,1.0072312139614394e-5
Nop10,4.801175079727592e-10,-0.50247685529761,0.395,0.551,1.0082467667427942e-5
Asah1,4.839312297013404e-10,0.474211717385538,0.541,0.363,1.0162555823728149e-5
Fam53a,5.082229493847178e-10,-0.3139552740142313,0.041,0.141,1.0672681937079073e-5
Nav1,5.179012177477599e-10,-0.4279629844336251,0.083,0.205,1.0875925572702957e-5
Ccdc72,5.180147866947244e-10,-0.4327589017261406,0.606,0.731,1.0878310520589212e-5
Inpp5f,5.208457310580815e-10,-0.3022550758223239,0.045,0.148,1.0937760352219711e-5
Sgk1,5.305734832135839e-10,-0.26156125012007264,0.028,0.116,1.1142043147485262e-5
Egr1,5.331924514135365e-10,-0.8750635782510051,0.243,0.393,1.1197041479684267e-5
Eci2,5.788078747216948e-10,0.4531366527116911,0.701,0.538,1.215496536915559e-5
Aplp2,5.896299932385711e-10,-0.47508749882600587,0.531,0.679,1.2382229858009994e-5
Itgb1,6.022129058042617e-10,-0.3996748739997782,0.071,0.19,1.2646471021889495e-5
Ptn,6.796092377837171e-10,0.33635748620381944,0.946,0.854,1.427179399345806e-5
Csrp1,7.453592780530767e-10,0.2675867904261371,0.896,0.669,1.565254483911461e-5
