gene,cell_type,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Mrp63,Microglia,8.964350764235297e-9,-0.34546859566953203,0.169,0.353,1.8825136604894125e-4
Usf2,Microglia,9.219526826940873e-9,-0.2864997589720578,0.079,0.213,1.9361006336575832e-4
Kitl,Microglia,9.227681854099049e-9,-0.34161571196961743,0.027,0.116,1.9378131893608004e-4
Taf11,Microglia,9.25945566732365e-9,-0.29577725586640125,0.084,0.222,1.9444856901379664e-4
B3gnt1,Microglia,9.279530173080302e-9,-0.37348864093294243,0.139,0.31,1.9487013363468633e-4
C030046I01Rik,Microglia,9.340179456764903e-9,-0.3506949771863592,0.225,0.429,1.9614376859206296e-4
Bet1l,Microglia,9.681742344086137e-9,-0.31473957559119536,0.101,0.246,2.0331658922580887e-4
Ict1,Microglia,9.695359130024824e-9,-0.3045199637581849,0.182,0.377,2.036025417305213e-4
Mpeg1,Microglia,9.954700722130069e-9,0.6143715766527573,0.486,0.343,2.0904871516473143e-4
Rnf187,Microglia,1.0186199327072877e-8,-0.2530572134318605,0.079,0.213,2.139101858685304e-4
Fam76a,Microglia,1.0333099691709898e-8,-0.29589919716460245,0.086,0.222,2.1699509352590785e-4
Hpca,Microglia,1.0627851667687799e-8,-0.38910853732515743,0.067,0.188,2.2318488502144377e-4
Snrnp25,Microglia,1.0787066360083768e-8,-0.2625919461063655,0.076,0.207,2.2652839356175912e-4
4931406P16Rik,Microglia,1.0808226334351095e-8,-0.35560813191712215,0.049,0.158,2.26972753021373e-4
Klf4,Microglia,1.0836663903085018e-8,0.6813035350333276,0.4,0.219,2.275699419647854e-4
Rbm34,Microglia,1.1049117348336424e-8,-0.2603758403275346,0.036,0.134,2.3203146431506491e-4
Foxp1,Microglia,1.1061086155814554e-8,-0.44421215405583825,0.138,0.295,2.3228280927210565e-4
Map1lc3b,Microglia,1.1081769604952159e-8,-0.4575075096372365,0.479,0.653,2.3271716170399534e-4
Samsn1,Microglia,1.1195220413530342e-8,0.6762831997763662,0.375,0.216,2.3509962868413717e-4
Fnta,Microglia,1.121538421288408e-8,-0.2695297987468012,0.028,0.119,2.3552306847056569e-4
Evi5,Microglia,1.1267942958699407e-8,-0.29477780934134024,0.05,0.161,2.3662680213268754e-4
Cdk5,Microglia,1.1813965457015644e-8,-0.362697688921093,0.086,0.222,2.480932745973285e-4
Tpr,Microglia,1.1825521000804756e-8,-0.3814011713837646,0.206,0.398,2.483359410168999e-4
Ado,Microglia,1.1883948076764636e-8,-0.2841816040448435,0.03,0.122,2.495629096120574e-4
Map3k4,Microglia,1.2300294937356177e-8,-0.2634441272701422,0.024,0.109,2.583061936844797e-4
Faim,Microglia,1.2387730298711097e-8,-0.35397514850471845,0.121,0.277,2.6014233627293305e-4
Tmem50a,Microglia,1.332839996213997e-8,0.4093714862466795,0.813,0.772,2.7989639920493936e-4
Nostrin,Microglia,1.3483224866840432e-8,-0.4640534479661976,0.015,0.088,2.831477222036491e-4
Rnf112,Microglia,1.3560676758918043e-8,-0.3305797187432634,0.039,0.137,2.847742119372789e-4
Txn1,Microglia,1.3574974805099644e-8,-0.3715649520240065,0.301,0.514,2.850744709070925e-4
Hdgf,Microglia,1.359644186988082e-8,-0.27941529819458866,0.113,0.267,2.855252792674972e-4
Mlph,Microglia,1.3802072897749035e-8,0.5644321366098667,0.156,0.033,2.8984353085272974e-4
Bcas2,Microglia,1.4029205114268715e-8,-0.3722069739513747,0.29,0.502,2.94613307399643e-4
Tssc4,Microglia,1.4307343609509765e-8,-0.31214222309617445,0.084,0.219,3.0045421579970506e-4
Col4a1,Microglia,1.4451347720646976e-8,-0.3475312434212044,0.007,0.07,3.0347830213358647e-4
Bst2,Microglia,1.4482033448198925e-8,0.6936742561475118,0.455,0.289,3.0412270241217745e-4
Arhgdia,Microglia,1.488626809830358e-8,0.45677636348672657,0.702,0.641,3.1261163006437515e-4
Hspa5,Microglia,1.550261160515197e-8,0.3652051325487755,0.874,0.845,3.255548437081914e-4
C1ql3,Microglia,1.5952874951727537e-8,-0.522282066970891,0.055,0.167,3.3501037398627826e-4
Med29,Microglia,1.6338566632053102e-8,-0.3215097442606242,0.144,0.313,3.4310989927311515e-4
Entpd1,Microglia,1.7589260225200137e-8,0.726590252083857,0.348,0.195,3.693744647292029e-4
Palmd,Microglia,1.798330233329552e-8,-0.33694639908692736,0.016,0.091,3.776493489992059e-4
Plaa,Microglia,1.7998102438534672e-8,-0.2932763844973274,0.041,0.143,3.7796015120922813e-4
Cfdp1,Microglia,1.8190879567407342e-8,-0.3942940757875806,0.243,0.45,3.820084709155542e-4
Jkamp,Microglia,1.8469805279199347e-8,-0.3994647781968169,0.163,0.337,3.878659108631863e-4
Pfdn1,Microglia,1.8471396868432514e-8,-0.3909616540304659,0.241,0.447,3.878993342370828e-4
Lpar1,Microglia,1.8614026235846274e-8,-0.5081886791210677,0.001,0.052,3.9089455095277177e-4
Prpf19,Microglia,1.8700352837118935e-8,-0.3211538646174351,0.2,0.401,3.927074095794976e-4
Ndrg1,Microglia,1.8796587761540092e-8,-0.40831814322980736,0.018,0.094,3.9472834299234195e-4
Znhit1,Microglia,1.8816139472358676e-8,-0.34247357503498244,0.182,0.368,3.951389289195322e-4
Sh3bp4,Microglia,1.8832817084890904e-8,-0.2717090545307407,0.001,0.052,3.95489158782709e-4
Pmp22,Microglia,1.9364260501874705e-8,0.5757977565400361,0.576,0.432,4.066494705393688e-4
Hspa2,Microglia,1.9405151802637816e-8,-0.3101393815376142,0.037,0.134,4.075081878553941e-4
Sh3bgrl,Microglia,1.9494428700899815e-8,-0.4048056625004146,0.065,0.182,4.093830027188961e-4
Ppp1cc,Microglia,1.9694414266419444e-8,-0.2628198241052777,0.073,0.198,4.135826995948083e-4
Arpc2,Microglia,1.9871990160131166e-8,-0.40623957089499285,0.754,0.891,4.1731179336275447e-4
Jam3,Microglia,2.0091933015386003e-8,-0.3523832090802767,0.059,0.173,4.219305933231061e-4
Ndufa10,Microglia,2.031909057011211e-8,-0.4538526816543875,0.305,0.498,4.267009019723543e-4
Rpp21,Microglia,2.043024400632445e-8,-0.26902871296310693,0.151,0.328,4.290351241328135e-4
Arpc1b,Microglia,2.0712659128829918e-8,0.3328041688765535,0.938,0.881,4.349658417054283e-4
Prkcb,Microglia,2.0746631386521964e-8,-0.5539578691159913,0.163,0.319,4.3567925911696125e-4
Nop10,Microglia,2.0828263649025166e-8,-0.49402972925957256,0.367,0.553,4.3739353662952847e-4
Slc7a5,Microglia,2.093317931506511e-8,-0.3834968228416235,0.021,0.1,4.395967656163673e-4
Ube2e3,Microglia,2.093996514829981e-8,-0.31720626186033035,0.11,0.255,4.39739268114296e-4
H2-K1,Microglia,2.1512302094220545e-8,0.5404025674349131,0.687,0.578,4.5175834397863146e-4
Brd4,Microglia,2.1555221128331313e-8,-0.3237931999878265,0.129,0.286,4.526596436949576e-4
Mtch2,Microglia,2.2237418044230314e-8,-0.3438413597472353,0.191,0.38,4.669857789288366e-4
Adk,Microglia,2.2301981888527514e-8,-0.2580086159466112,0.052,0.161,4.683416196590778e-4
Btbd10,Microglia,2.24422067286345e-8,-0.30397868941811385,0.062,0.179,4.712863413013245e-4
Hes6,Microglia,2.2684840901144436e-8,-0.30678618480623965,0.021,0.1,4.763816589240331e-4
Slc2a1,Microglia,2.3384485780064615e-8,-0.7494269121612995,0.083,0.204,4.910742013813569e-4
Cd14,Microglia,2.356864399241323e-8,0.43637604264081276,0.644,0.498,4.949415238406779e-4
Uchl3,Microglia,2.396567728753448e-8,-0.2533655612363918,0.107,0.255,5.032792230382241e-4
Glo1,Microglia,2.4104594784684483e-8,-0.332574516109408,0.175,0.359,5.061964904783742e-4
Fam53a,Microglia,2.4523691013179107e-8,-0.29235680793646346,0.024,0.106,5.149975112767613e-4
Rcan2,Microglia,2.5143238833419293e-8,-0.2549923339865532,0.025,0.109,5.280080155018052e-4
Dnajc3,Microglia,2.5292469000677788e-8,-0.36094269888185065,0.068,0.185,5.311418490142335e-4
Usp34,Microglia,2.529505193691198e-8,-0.25615835225835415,0.101,0.246,5.311960906751516e-4
Tm2d2,Microglia,2.6384234412395237e-8,-0.3696867558074026,0.335,0.562,5.540689226603e-4
Ralbp1,Microglia,2.645988243513303e-8,-0.25635404250259186,0.102,0.246,5.556575311377937e-4
Mapre2,Microglia,2.649248357934213e-8,-0.32449948993981526,0.116,0.264,5.563421551661847e-4
Fam100a,Microglia,2.701379310836316e-8,-0.3321678371034461,0.126,0.283,5.672896552756264e-4
Socs3,Microglia,2.7110507473264306e-8,-0.7823889900105483,0.421,0.593,5.693206569385504e-4
Gng12,Microglia,2.71936338775742e-8,-0.46049985851863806,0.126,0.277,5.710663114290582e-4
Ly6a,Microglia,2.744271897168077e-8,-1.3596441766879999,0.061,0.167,5.762970984052962e-4
Ap1s1,Microglia,2.744313398103445e-8,-0.34371103514099677,0.182,0.365,5.763058136017235e-4
Rell1,Microglia,2.770945833087213e-8,-0.304519925234802,0.021,0.1,5.818986249483147e-4
Cd320,Microglia,2.824256802787702e-8,-0.31026467580492845,0.034,0.128,5.930939285854174e-4
Itgam,Microglia,2.8261868007326742e-8,0.6288878970536278,0.479,0.325,5.934992281538616e-4
Arpc5l,Microglia,2.9894392271991275e-8,-0.4316916645963871,0.287,0.477,6.277822377118167e-4
Lyl1,Microglia,3.009894207703965e-8,-0.3853519103750217,0.041,0.14,6.320777836178326e-4
Mrpl27,Microglia,3.035662077701973e-8,-0.3265470696783247,0.167,0.343,6.374890363174143e-4
Hcfc1r1,Microglia,3.036733973020609e-8,-0.4188882790315207,0.304,0.495,6.377141343343279e-4
Fbxo7,Microglia,3.0546775556219014e-8,-0.33306314402394444,0.043,0.143,6.414822866805993e-4
Slc7a10,Microglia,3.1136788326700616e-8,-0.3994413016408541,0.006,0.064,6.538725548607129e-4
Ocln,Microglia,3.2065625375994226e-8,-0.2725982855825952,0.006,0.064,6.733781328958787e-4
Aco2,Microglia,3.207933659858901e-8,-0.37783611583415466,0.203,0.389,6.736660685703693e-4
Dync1li2,Microglia,3.402247249484323e-8,-0.26212075670805357,0.068,0.188,7.144719223917078e-4
Pigx,Microglia,3.4238816917249154e-8,-0.27928616315466315,0.04,0.137,7.190151552622323e-4
Eif5a,Microglia,3.448813745276467e-8,-0.518448556659443,0.453,0.617,7.242508865080581e-4
Tlk1,Microglia,3.48283366513153e-8,-0.25138926591119615,0.046,0.149,7.313950696776212e-4
Tspan15,Microglia,3.525532003641629e-8,-0.2772483449717537,0.003,0.055,7.403617207647421e-4
Set,Microglia,3.541429247798267e-8,-0.3665487411512882,0.21,0.392,7.437001420376361e-4
Gtf2i,Microglia,3.709922244452964e-8,-0.36991458256107845,0.119,0.267,7.790836713351224e-4
Ip6k1,Microglia,3.717957379891733e-8,-0.25929440837048123,0.041,0.14,7.80771049777264e-4
4833439L19Rik,Microglia,3.768095838066022e-8,-0.33161713709606555,0.151,0.319,7.913001259938645e-4
Rapsn,Microglia,3.904350054578986e-8,0.5914297534553419,0.2,0.067,8.199135114615871e-4
S100a1,Microglia,3.953730119523927e-8,-0.9460184660763002,0.147,0.28,8.302833251000247e-4
Mll2,Microglia,3.9960160206038455e-8,-0.3757752592378451,0.07,0.188,8.391633643268075e-4
Ccl2,Microglia,4.03816517977759e-8,-0.8795413165390071,0.216,0.38,8.480146877532939e-4
Mrpl18,Microglia,4.152426596216514e-8,-0.33896131510355654,0.21,0.404,8.72009585205468e-4
Tspo,Microglia,4.234628770447936e-8,0.6133736648922907,0.35,0.188,8.892720417940667e-4
Cd83,Microglia,4.2781129593562655e-8,0.3317025244411642,0.858,0.802,8.984037214648157e-4
Cgnl1,Microglia,4.3065976424057214e-8,-0.33073623784254935,0.007,0.067,9.043855049052015e-4
Emr1,Microglia,4.310505128695066e-8,0.5838276167882417,0.396,0.237,9.052060770259639e-4
Lef1,Microglia,4.347047490055138e-8,-0.2930718184903618,0.007,0.067,9.128799729115789e-4
Ppfia4,Microglia,4.444713678626815e-8,0.6793615879644339,0.47,0.337,9.333898725116312e-4
Tbl1x,Microglia,4.4628633128245765e-8,-0.2573646274617908,0.074,0.198,9.372012956931611e-4
Obfc2b,Microglia,4.526619793385802e-8,-0.2971795138455974,0.156,0.325,9.505901566110185e-4
Fuca1,Microglia,4.526799472893422e-8,0.590820983694003,0.498,0.377,9.506278893076185e-4
Smc6,Microglia,4.62397111645211e-8,-0.2553916403410139,0.126,0.283,9.710339344549432e-4
Manbal,Microglia,4.68202948944246e-8,-0.32459162759290827,0.187,0.371,9.832261927829166e-4
Tfg,Microglia,4.6873755611899815e-8,-0.2857854301472961,0.076,0.198,9.84348867849896e-4
Dazap1,Microglia,4.79147068384251e-8,-0.2607794171538323,0.071,0.191,0.0010062088436069271
Rrad,Microglia,4.834158481746648e-8,-0.6864233042986275,0.025,0.106,0.001015173281166796
Tex264,Microglia,4.912635610140509e-8,-0.31540993345909873,0.147,0.313,0.001031653478129507
Gm15440,Microglia,4.920870467769991e-8,-0.3174383229721535,0.015,0.085,0.0010333827982316982
Fads1,Microglia,4.964850764662266e-8,-0.2847259741708753,0.041,0.14,0.0010426186605790757
Twf1,Microglia,4.981985764896593e-8,-0.28768577546715984,0.077,0.201,0.0010462170106282846
Enho,Microglia,5.0231703374627734e-8,-0.41043052313578954,0.007,0.067,0.0010548657708671825
Slc25a5,Microglia,5.1389881587616174e-8,0.346820493945045,0.917,0.881,0.0010791875133399397
Wdr13,Microglia,5.251332192728494e-8,-0.2587950769515741,0.058,0.167,0.0011027797604729838
Abr,Microglia,5.571981554682182e-8,-0.2636848701839158,0.095,0.231,0.0011701161264832582
Taok3,Microglia,5.5741315664907265e-8,-0.30917895710641663,0.156,0.322,0.0011705676289630526
Gm10123,Microglia,5.674633263798468e-8,-0.30248972218124526,0.154,0.322,0.0011916729853976781
Renbp,Microglia,5.7525734559803634e-8,0.6088729530222576,0.261,0.116,0.0012080404257558764
Cox6b1,Microglia,5.770830970114649e-8,-0.35822434040323037,0.796,0.866,0.0012118745037240763
Mxd4,Microglia,5.842932181971703e-8,-0.32295170226202136,0.058,0.167,0.0012270157582140576
Tug1,Microglia,5.8439622324789084e-8,-0.32369472216836437,0.047,0.149,0.0012272320688205707
Serp1,Microglia,5.8677739399371036e-8,-0.4845773909021609,0.126,0.267,0.0012322325273867918
Sgms1,Microglia,5.8718267636579365e-8,-0.43476617387037453,0.04,0.134,0.0012330836203681666
Mbp,Microglia,5.936499478973252e-8,-2.552785912086901,0.161,0.304,0.001246664890584383
8430408G22Rik,Microglia,5.975013263458816e-8,-0.46712647185451545,0.004,0.058,0.0012547527853263513
Atp5h,Microglia,6.008880550983672e-8,-0.3662990035558287,0.721,0.845,0.0012618649157065712
Daglb,Microglia,6.106630321223817e-8,0.5512610437110148,0.526,0.407,0.0012823923674570017
Ggnbp2,Microglia,6.309367040563251e-8,-0.3286278355404164,0.164,0.34,0.0013249670785182828
Purb,Microglia,6.34170364377958e-8,-0.31580962354511777,0.087,0.216,0.0013317577651937118
Rin2,Microglia,6.465552418579639e-8,0.7024631694983104,0.308,0.164,0.001357766007901724
Tecr,Microglia,6.687093423751335e-8,-0.4429588704295968,0.52,0.69,0.0014042896189877803
Abcb1a,Microglia,6.711728546732277e-8,-0.40253032794641885,0.01,0.073,0.0014094629948137782
Arl8b,Microglia,6.861674879151772e-8,-0.3163336399572184,0.159,0.325,0.001440951724621872
Tnfaip3,Microglia,6.943695066624597e-8,0.5947822114205681,0.458,0.316,0.0014581759639911655
Sfxn5,Microglia,7.071689286924095e-8,-0.332691986262619,0.039,0.131,0.00148505475025406
Top2b,Microglia,7.105883978690469e-8,-0.2936463529508385,0.073,0.191,0.0014922356355249985
Ddx1,Microglia,7.122926537753699e-8,-0.30494429791756505,0.136,0.295,0.0014958145729282767
Adam10,Microglia,7.327870249639509e-8,-0.36969421675084446,0.169,0.334,0.001538852752424297
Josd2,Microglia,7.409493378262967e-8,-0.565741587631647,0.123,0.261,0.001555993609435223
Amz2,Microglia,7.551839839719719e-8,-0.3130850068666115,0.062,0.173,0.001585886366341141
Htra1,Microglia,7.636691968579256e-8,-0.2980539987280746,0.01,0.073,0.0016037053134016438
Matr3,Microglia,7.765712818878034e-8,-0.48056380804737064,0.188,0.356,0.0016307996919643873
Timm50,Microglia,7.806341362571355e-8,-0.2567333283750608,0.043,0.14,0.0016393316861399846
Gpr183,Microglia,7.939241916554651e-8,0.6702954993107879,0.341,0.191,0.0016672408024764767
Myl6,Microglia,7.972143470020737e-8,-0.41327473919514146,0.821,0.888,0.0016741501287043548
Caprin1,Microglia,7.999284578675417e-8,-0.29638491219773366,0.129,0.283,0.0016798497615218375
Golm1,Microglia,8.199643987013587e-8,0.6025926838456901,0.43,0.283,0.0017219252372728533
Sec61a1,Microglia,8.266631927066109e-8,-0.28907840714789135,0.098,0.234,0.0017359927046838829
Fam101b,Microglia,8.358169792759413e-8,-0.3566065048929639,0.006,0.061,0.0017552156564794768
Actn4,Microglia,8.372825281822333e-8,-0.28799150812724317,0.083,0.207,0.0017582933091826898
Arpc1a,Microglia,8.423037106044201e-8,-0.5354347974316671,0.356,0.556,0.0017688377922692822
Snrpd1,Microglia,8.518944320695325e-8,-0.3203884755613561,0.203,0.392,0.001788978307346018
Stx12,Microglia,8.562671366432068e-8,-0.2917003247655101,0.117,0.264,0.0017981609869507343
Zcchc12,Microglia,8.593564639982825e-8,-0.2933004082673387,0.012,0.076,0.0018046485743963934
Apc,Microglia,8.689274031384999e-8,-0.2963902841914447,0.099,0.234,0.0018247475465908497
Ednrb,Microglia,8.773743516899684e-8,-0.3906894436163316,0.012,0.076,0.0018424861385489336
N6amt1,Microglia,8.94040897642167e-8,-0.25201210372950394,0.064,0.176,0.0018774858850485506
Mfge8,Microglia,9.228179534877724e-8,-0.6526433761156953,0.071,0.182,0.0019379177023243221
Zfp706,Microglia,9.265615686010812e-8,-0.35009961194243955,0.39,0.617,0.0019457792940622705
Nfix,Microglia,9.279572529507019e-8,-0.342216685416436,0.164,0.331,0.001948710231196474
Bfsp2,Microglia,9.387973092305249e-8,-0.3789452502266145,0.006,0.061,0.0019714743493841023
Fez2,Microglia,9.749577948772448e-8,-0.3737494917197861,0.157,0.313,0.002047411369242214
Tpm4,Microglia,9.97512871831998e-8,-0.6209621341517266,0.11,0.24,0.002094777030847196
Ndufa7,Microglia,1.0032047649487404e-7,-0.33417648162737823,0.579,0.745,0.0021067300063923548
Spred2,Microglia,1.0204530299392154e-7,-0.29070039202351683,0.031,0.116,0.0021429513628723525
Vamp8,Microglia,1.0337609774928874e-7,0.4650391100152844,0.705,0.626,0.0021708980527350634
Hibadh,Microglia,1.050481803405652e-7,-0.26376612088964113,0.11,0.252,0.002206011787151869
Eif3h,Microglia,1.0705023432525285e-7,0.4442809137921002,0.721,0.687,0.0022480549208303098
Nsd1,Microglia,1.083310516442316e-7,-0.26323218945771,0.095,0.228,0.0022749520845288637
Cdc42bpb,Microglia,1.0962649293214213e-7,-0.286040383478028,0.044,0.14,0.002302156351574985
Mrpl42,Microglia,1.0990205931864833e-7,-0.44499571368314217,0.333,0.514,0.002307943245691615
Pnp,Microglia,1.1070026197359977e-7,0.5755910336302501,0.484,0.34,0.0023247055014455954
Cops8,Microglia,1.1211215278302199e-7,-0.28318344506630566,0.15,0.313,0.002354355208443462
Meaf6,Microglia,1.1670769811698623e-7,-0.2820114741845547,0.108,0.246,0.002450861660456711
Sumo1,Microglia,1.202263525896345e-7,-0.443028840615894,0.47,0.65,0.0025247534043823243
Polr2f,Microglia,1.202573087219052e-7,-0.41892712836176593,0.255,0.441,0.0025254034831600092
Nr4a2,Microglia,1.214882892175248e-7,-0.3309442711994042,0.016,0.085,0.002551254073568021
Lypd1,Microglia,1.2192982990094524e-7,-0.298308835283111,0.019,0.091,0.00256052642791985
Tnfrsf17,Microglia,1.2346771127745865e-7,0.5318521514735058,0.207,0.076,0.002592821936826632
Cd300a,Microglia,1.297729624212233e-7,0.5916777920856798,0.305,0.158,0.002725232210845689
Ube2k,Microglia,1.3318129926743457e-7,-0.39702144699717357,0.255,0.447,0.002796807284616126
Ifi30,Microglia,1.369538547383063e-7,0.613787533120463,0.327,0.179,0.0028760309495044325
Fscn1,Microglia,1.389588163365857e-7,-0.38585076457276335,0.296,0.489,0.0029181351430683
Synj1,Microglia,1.4026077186041343e-7,-0.3547351736720009,0.142,0.292,0.002945476209068682
Zfp467,Microglia,1.437900367457552e-7,-0.3074584106452915,0.021,0.094,0.003019590771660859
Grp,Microglia,1.439723966634124e-7,-0.3033499195231154,0.022,0.097,0.0030234203299316603
Dnaja2,Microglia,1.4517985658042624e-7,-0.296603574148647,0.169,0.34,0.0030487769881889512
Gusb,Microglia,1.4609512646708498e-7,0.6077510609463688,0.428,0.283,0.0030679976558087847
Lpcat3,Microglia,1.4651009839769596e-7,0.6415413741743742,0.366,0.228,0.0030767120663516153
Hbxip,Microglia,1.4802931138842525e-7,-0.3012624992018216,0.308,0.523,0.0031086155391569304
Fam168a,Microglia,1.5219611524120646e-7,-0.2544767657281343,0.104,0.24,0.0031961184200653358
Mrpl40,Microglia,1.5324615203573684e-7,-0.30865220066282095,0.116,0.255,0.0032181691927504735
Eif4g3,Microglia,1.54732597818495e-7,-0.25662625313292464,0.169,0.34,0.0032493845541883954
Tgif1,Microglia,1.5874560675689928e-7,0.5768959250815007,0.319,0.164,0.003333657741894885
F11r,Microglia,1.5891805581928289e-7,0.6430511230491234,0.514,0.398,0.0033372791722049407
Ube2b,Microglia,1.6170525527102847e-7,-0.39336664611208993,0.437,0.605,0.003395810360691598
Atrx,Microglia,1.6757080514031714e-7,-0.33291433610096544,0.287,0.489,0.00351898690794666
Snrnp27,Microglia,1.760162578119848e-7,-0.36115237890959395,0.241,0.432,0.0036963414140516807
Tmem199,Microglia,1.8228838035916299e-7,-0.257453728265171,0.086,0.21,0.0038280559875424227
Slc12a2,Microglia,1.8318558104767318e-7,-0.42660512326473043,0.076,0.188,0.003846897202001137
Dennd5a,Microglia,1.8358095362697106e-7,-0.331019949356934,0.121,0.261,0.003855200026166392
Twistnb,Microglia,1.9510203890094927e-7,-0.2807957905078862,0.084,0.207,0.004097142816919934
Wapal,Microglia,2.0048440767642302e-7,-0.2731818048585989,0.065,0.173,0.004210172561204884
Top1,Microglia,2.0877390408956435e-7,-0.3599168518851621,0.326,0.535,0.004384251985880851
Lag3,Microglia,2.0912870866946844e-7,-0.5387728127117093,0.341,0.511,0.004391702882058837
Ppp2r1a,Microglia,2.1068986775479946e-7,-0.3706750790324749,0.206,0.377,0.0044244872228507886
